"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"BOS",2013-11-02,1,60,62,67,-5,48.06,62,67,1,3,-2,25,1,3,2.66,3.8,-1.14,41.16,2.66,3.8,4,4,0,3.7,91.18,94.88
"BOS",2013-11-05,1,65,66,57,9,53.66,60.92,52.62,2,2,0,50,1.85,1.85,3.52,2.35,1.17,59.95,3.25,2.17,6,6,0,5.56,94.44,100
"BOS",2013-11-07,1,60,55,51,4,51.89,55,51,4,1,3,80,4,1,2.43,2.06,0.37,54.06,2.43,2.06,6,3,-3,13.33,95.83,109.17
"BOS",2013-11-09,1,60,67,58,9,53.6,67,58,3,1,2,75,3,1,4.12,2.84,1.28,59.21,4.12,2.84,5,5,0,8.82,97.06,105.88
"BOS",2013-11-11,1,60,44,58,-14,43.14,44,58,3,0,3,100,3,0,3.68,1.96,1.72,65.23,3.68,1.96,4,1,-3,11.54,100,111.54
"BOS",2013-11-14,1,64.18,60,52,8,53.57,56.09,48.61,3,2,1,60,2.8,1.87,1.62,2.25,-0.64,41.8,1.51,2.11,4,1,-3,9.68,94.12,103.8
"BOS",2013-11-15,1,60,56,56,0,50,56,56,2,4,-2,33.33,2,4,1.79,1.66,0.13,51.91,1.79,1.66,2,1,-1,6.25,87.1,93.35
"BOS",2013-11-18,1,60,66,49,17,57.39,66,49,4,1,3,80,4,1,4.61,2.91,1.7,61.29,4.61,2.91,4,2,-2,13.33,95.83,109.17
"BOS",2013-11-19,1,60,53,85,-32,38.41,53,85,2,1,1,66.67,2,1,2.49,4.01,-1.52,38.32,2.49,4.01,5,4,-1,9.09,97.73,106.82
"BOS",2013-11-21,1,65,66,51,15,56.41,60.92,47.08,2,2,0,50,1.85,1.85,1.85,1.71,0.14,51.93,1.7,1.58,1,1,0,6.45,92.31,98.76
"BOS",2013-11-23,1,61.47,61,43,18,58.65,59.54,41.97,3,2,1,60,2.93,1.95,3.27,1.61,1.67,67.09,3.2,1.57,2,5,3,7.89,91.67,99.56
"BOS",2013-11-25,1,60.57,48,55,-7,46.6,47.55,54.49,4,3,1,57.14,3.96,2.97,1.99,2.03,-0.03,49.59,1.97,2.01,1,1,0,16.67,90.32,106.99
"BOS",2013-11-27,1,60,38,43,-5,46.91,38,43,1,6,-5,14.29,1,6,1.5,2.31,-0.81,39.41,1.5,2.31,5,4,-1,5.88,78.57,84.45
"BOS",2013-11-29,1,60,56,36,20,60.87,56,36,3,2,1,60,3,2,1.86,1.23,0.63,60.24,1.86,1.23,8,5,-3,10.71,89.47,100.19
"BOS",2013-11-30,1,60,67,42,25,61.47,67,42,3,1,2,75,3,1,1.91,1.07,0.84,64.03,1.91,1.07,4,9,5,8.33,92.86,101.19
"BOS",2013-12-05,1,60,68,51,17,57.14,68,51,1,2,-1,33.33,1,2,2.03,1.72,0.31,54.1,2.03,1.72,5,3,-2,3.03,92.59,95.62
"BOS",2013-12-07,1,60,53,53,0,50,53,53,3,2,1,60,3,2,1.68,2.35,-0.67,41.64,1.68,2.35,6,6,0,14.29,93.33,107.62
"BOS",2013-12-08,1,60,68,75,-7,47.55,68,75,5,2,3,71.43,5,2,3.98,4.34,-0.36,47.83,3.98,4.34,5,4,-1,12.82,93.75,106.57
"BOS",2013-12-10,1,60,59,44,15,57.28,59,44,2,1,1,66.67,2,1,1.77,1.96,-0.19,47.49,1.77,1.96,2,3,1,8.33,96.3,104.63
"BOS",2013-12-12,1,60,48,74,-26,39.34,48,74,4,2,2,66.67,4,2,2.74,2.84,-0.11,49.05,2.74,2.84,4,2,-2,12.9,95.12,108.03
"BOS",2013-12-14,1,60,72,50,22,59.02,72,50,2,6,-4,25,2,6,3.59,2.47,1.12,59.22,3.59,2.47,4,5,1,4.88,80,84.88
"BOS",2013-12-17,1,60,53,39,14,57.61,53,39,2,0,2,100,2,0,3.33,1.96,1.36,62.89,3.33,1.96,3,3,0,6.45,100,106.45
"BOS",2013-12-19,1,60,70,45,25,60.87,70,45,2,4,-2,33.33,2,4,2.53,3.14,-0.61,44.63,2.53,3.14,6,4,-2,5.56,82.61,88.16
"BOS",2013-12-21,1,60,62,57,5,52.1,62,57,4,1,3,80,4,1,3.36,2.56,0.8,56.73,3.36,2.56,7,4,-3,10.26,97.14,107.4
"BOS",2013-12-23,1,60,50,62,-12,44.64,50,62,6,2,4,75,6,2,2.89,2.43,0.46,54.34,2.89,2.43,3,4,1,18.18,94.12,112.3
"BOS",2013-12-27,1,60,67,57,10,54.03,67,57,5,0,5,100,5,0,2.34,1.78,0.56,56.75,2.34,1.78,4,3,-1,11.9,100,111.9
"BOS",2013-12-28,1,60,61,63,-2,49.19,61,63,3,4,-1,42.86,3,4,2.58,3.36,-0.77,43.49,2.58,3.36,3,5,2,9.38,86.67,96.04
"BOS",2013-12-31,1,60,59,58,1,50.43,59,58,3,5,-2,37.5,3,5,3.73,2.72,1.02,57.87,3.73,2.72,10,4,-6,7.89,83.87,91.77
"BOS",2014-01-02,1,60.9,64,50,14,56.14,63.05,49.26,3,2,1,60,2.96,1.97,2.71,1.74,0.97,60.92,2.67,1.71,1,2,1,12,94.29,106.29
"BOS",2014-01-04,1,60,58,62,-4,48.33,58,62,4,1,3,80,4,1,3.37,2.08,1.3,61.89,3.37,2.08,6,5,-1,13.79,97.3,111.09
"BOS",2014-01-07,1,60,73,42,31,63.48,73,42,2,5,-3,28.57,2,5,3,1.87,1.13,61.58,3,1.87,4,4,0,6.25,75,81.25
"BOS",2014-01-09,1,60,45,60,-15,42.86,45,60,2,4,-2,33.33,2,4,2.07,2.18,-0.11,48.74,2.07,2.18,7,4,-3,9.09,88.57,97.66
"BOS",2014-01-11,1,60,59,60,-1,49.58,59,60,1,0,1,100,1,0,2.24,1.72,0.52,56.54,2.24,1.72,2,4,2,4.55,100,104.55
"BOS",2014-01-14,1,60,76,40,36,65.52,76,40,3,4,-1,42.86,3,4,3.21,3.59,-0.38,47.22,3.21,3.59,6,4,-2,7.32,84.62,91.93
"BOS",2014-01-16,1,60,77,61,16,55.8,77,61,4,2,2,66.67,4,2,5.36,3.09,2.27,63.45,5.36,3.09,8,6,-2,9.76,94.12,103.87
"BOS",2014-01-19,1,65,62,58,4,51.67,57.23,53.54,2,2,0,50,1.85,1.85,2.3,2.24,0.06,50.62,2.12,2.07,2,4,2,5.56,94.59,100.15
"BOS",2014-01-20,1,60,43,53,-10,44.79,43,53,3,2,1,60,3,2,2.02,2.03,-0.01,49.92,2.02,2.03,6,6,0,13.04,91.3,104.35
"BOS",2014-01-25,1,60,62,51,11,54.87,62,51,6,1,5,85.71,6,1,2.41,1.38,1.03,63.62,2.41,1.38,4,7,3,18.18,96.15,114.34
"BOS",2014-01-27,1,60,59,78,-19,43.07,59,78,6,3,3,66.67,6,3,3.01,5.64,-2.63,34.81,3.01,5.64,5,2,-3,16.22,91.89,108.11
"BOS",2014-01-28,1,60,65,51,14,56.03,65,51,6,2,4,75,6,2,5.67,1.82,3.85,75.74,5.67,1.82,2,5,3,14.63,93.33,107.97
"BOS",2014-01-30,1,60,62,58,4,51.67,62,58,1,4,-3,20,1,4,2.36,3.17,-0.81,42.64,2.36,3.17,5,4,-1,2.86,87.88,90.74
"BOS",2014-02-01,1,60,74,40,34,64.91,74,40,4,0,4,100,4,0,3.62,1.18,2.43,75.34,3.62,1.18,6,7,1,9.76,100,109.76
"BOS",2014-02-04,1,60,63,67,-4,48.46,63,67,3,1,2,75,3,1,2.06,1.67,0.39,55.2,2.06,1.67,2,3,1,9.38,96.43,105.8
"BOS",2014-02-06,1,63.48,61,46,15,57.01,57.65,43.48,2,3,-1,40,1.89,2.84,1.83,1.61,0.23,53.28,1.73,1.52,5,6,1,5.26,88.89,94.15
"BOS",2014-02-08,1,60,69,43,26,61.61,69,43,7,2,5,77.78,7,2,3.78,1.97,1.81,65.71,3.78,1.97,4,5,1,16.67,92.86,109.52
"BOS",2014-02-26,1,60.37,65,35,30,65,64.61,34.79,4,5,-1,44.44,3.98,4.97,2.73,2.43,0.3,52.91,2.72,2.42,6,5,-1,12.12,80.77,92.89
"BOS",2014-03-01,1,60,67,44,23,60.36,67,44,2,4,-2,33.33,2,4,2.34,3.37,-1.03,40.96,2.34,3.37,6,5,-1,5.26,87.1,92.36
"BOS",2014-03-02,1,60,63,73,-10,46.32,63,73,6,3,3,66.67,6,3,2.68,3.58,-0.89,42.86,2.68,3.58,6,2,-4,18.18,92.86,111.04
"BOS",2014-03-04,1,60,57,51,6,52.78,57,51,4,1,3,80,4,1,3.9,1.88,2.02,67.49,3.9,1.88,5,4,-1,10.26,95.83,106.09
"BOS",2014-03-06,1,60,67,32,35,67.68,67,32,3,0,3,100,3,0,3.36,0.74,2.62,81.89,3.36,0.74,0,0,0,6.98,100,106.98
"BOS",2014-03-08,1,65,65,37,28,63.73,60,34.15,3,3,0,50,2.77,2.77,1.97,1.52,0.45,56.38,1.82,1.41,2,4,2,9.38,85,94.38
"BOS",2014-03-09,1,60,72,44,28,62.07,72,44,5,2,3,71.43,5,2,3.55,1.53,2.02,69.86,3.55,1.53,4,4,0,11.9,90.91,102.81
"BOS",2014-03-12,1,60,51,73,-22,41.13,51,73,4,1,3,80,4,1,1.9,3.29,-1.4,36.55,1.9,3.29,5,4,-1,12.5,97.22,109.72
"BOS",2014-03-13,1,60,41,43,-2,48.81,41,43,2,1,1,66.67,2,1,1.48,1.8,-0.32,45.14,1.48,1.8,5,1,-4,10,95.45,105.45
"BOS",2014-03-15,1,60,63,56,7,52.94,63,56,5,1,4,83.33,5,1,2.57,2.63,-0.05,49.47,2.57,2.63,4,3,-1,12.2,96.67,108.86
"BOS",2014-03-17,1,60,49,48,1,50.52,49,48,4,1,3,80,4,1,2.1,1.8,0.3,53.82,2.1,1.8,1,0,-1,13.79,97.06,110.85
"BOS",2014-03-18,1,60,44,45,-1,49.44,44,45,4,2,2,66.67,4,2,1.58,1.64,-0.06,49,1.58,1.64,5,3,-2,12.9,91.67,104.57
"BOS",2014-03-21,1,60,48,54,-6,47.06,48,54,2,0,2,100,2,0,2.18,2.34,-0.16,48.24,2.18,2.34,4,2,-2,7.14,100,107.14
"BOS",2014-03-22,1,60,63,59,4,51.64,63,59,4,2,2,66.67,4,2,3.29,2.83,0.46,53.78,3.29,2.83,5,5,0,14.29,93.94,108.23
"BOS",2014-03-24,1,65,65,47,18,58.04,60,43.38,1,1,0,50,0.92,0.92,2.4,1.51,0.9,61.5,2.22,1.39,7,7,0,3.45,95.45,98.9
"BOS",2014-03-27,1,60,44,47,-3,48.35,44,47,3,0,3,100,3,0,2.24,1.5,0.74,59.85,2.24,1.5,2,1,-1,13.04,100,113.04
"BOS",2014-03-29,1,60,66,65,1,50.38,66,65,4,2,2,66.67,4,2,3.37,2.68,0.69,55.73,3.37,2.68,3,4,1,11.11,93.94,105.05
"BOS",2014-03-30,1,65,49,71,-22,40.83,45.23,65.54,3,3,0,50,2.77,2.77,1.66,3.75,-2.09,30.71,1.53,3.46,5,3,-2,10,94.23,104.23
"BOS",2014-04-02,1,60,56,29,27,65.88,56,29,2,3,-1,40,2,3,3.05,2,1.05,60.35,3.05,2,2,4,2,5.71,85,90.71
"BOS",2014-04-03,1,62.85,80,46,34,63.49,76.37,43.91,3,4,-1,42.86,2.86,3.82,2.08,3.59,-1.5,36.72,1.99,3.42,4,3,-1,7.89,87.1,94.99
"BOS",2014-04-05,1,60,71,47,24,60.17,71,47,5,2,3,71.43,5,2,5.09,2.32,2.78,68.73,5.09,2.32,4,2,-2,11.9,92.31,104.21
"BOS",2014-04-08,1,65,54,47,7,53.47,49.85,43.38,3,3,0,50,2.77,2.77,1.71,2.21,-0.5,43.65,1.58,2.04,3,5,2,12.5,87.5,100
"BOS",2014-04-10,1,65,62,67,-5,48.06,57.23,61.85,1,1,0,50,0.92,0.92,4.28,2.84,1.44,60.11,3.95,2.62,2,5,3,3.03,97.3,100.33
"BOS",2014-04-12,1,60,56,38,18,59.57,56,38,4,1,3,80,4,1,3.15,1.35,1.8,70.05,3.15,1.35,6,7,1,13.33,96,109.33
"BOS",2014-04-13,1,60,28,45,-17,38.36,28,45,2,3,-1,40,2,3,1.34,2.55,-1.21,34.48,1.34,2.55,3,3,0,11.11,90.32,101.43
"BOS",2014-04-18,1,60,42,54,-12,43.75,42,54,0,1,-1,0,0,1,1.48,1.97,-0.49,42.92,1.48,1.97,2,1,-1,0,95.83,95.83
"BOS",2014-04-20,1,60,43,58,-15,42.57,43,58,4,1,3,80,4,1,3.58,1.74,1.83,67.24,3.58,1.74,7,7,0,13.79,97.14,110.94
"BOS",2014-04-22,1,60,56,46,10,54.9,56,46,3,0,3,100,3,0,4.11,1.6,2.52,72.05,4.11,1.6,4,4,0,8.82,100,108.82
"BOS",2014-04-24,1,73.53,77,63,14,55,62.83,51.41,3,2,1,60,2.45,1.63,2.4,2.25,0.16,51.69,1.96,1.83,5,3,-2,7.5,94.59,102.09
"BOS",2014-04-26,1,60,51,58,-7,46.79,51,58,4,2,2,66.67,4,2,3.71,3.29,0.43,53.05,3.71,3.29,7,6,-1,12.12,93.94,106.06
"BOS",2014-05-01,1,84.28,98,58,40,62.82,69.76,41.29,3,4,-1,42.86,2.14,2.85,3.44,2.03,1.41,62.92,2.45,1.44,4,3,-1,5.88,87.88,93.76
"BOS",2014-05-03,1,60,63,54,9,53.85,63,54,5,3,2,62.5,5,3,3.09,2.06,1.03,60.05,3.09,2.06,9,6,-3,14.29,89.29,103.57
"BOS",2014-05-06,1,60,67,53,14,55.83,67,53,2,4,-2,33.33,2,4,1.91,2.81,-0.89,40.55,1.91,2.81,1,1,0,7.14,84.62,91.76
"BOS",2014-05-08,1,61.32,69,55,14,55.65,67.52,53.82,1,0,1,100,0.98,0,1.98,2.12,-0.15,48.21,1.93,2.08,1,2,1,2.86,100,102.86
"BOS",2014-05-10,1,60,58,60,-2,49.15,58,60,4,2,2,66.67,4,2,2.96,2.74,0.22,51.94,2.96,2.74,6,5,-1,13.33,93.55,106.88
"BOS",2014-05-12,1,60,63,58,5,52.07,63,58,0,4,-4,0,0,4,2.36,2.71,-0.35,46.56,2.36,2.71,8,6,-2,0,85.71,85.71
"BOS",2014-05-14,1,60,54,47,7,53.47,54,47,1,3,-2,25,1,3,2.94,2.07,0.88,58.77,2.94,2.07,6,4,-2,3.33,83.33,86.67
"BOS",2014-10-08,1,60,58,44,14,56.86,58,44,2,1,1,66.67,2,1,2.02,1.44,0.58,58.33,2.02,1.44,6,4,-2,6.06,95,101.06
"BOS",2014-10-09,1,60,29,46,-17,38.67,29,46,1,2,-1,33.33,1,2,1.17,1.87,-0.7,38.43,1.17,1.87,5,5,0,5.88,91.67,97.55
"BOS",2014-10-11,1,60,58,38,20,60.42,58,38,0,4,-4,0,0,4,1.94,1.77,0.17,52.25,1.94,1.77,7,6,-1,0,80.95,80.95
"BOS",2014-10-13,1,60,51,46,5,52.58,51,46,1,2,-1,33.33,1,2,1.8,1.85,-0.05,49.32,1.8,1.85,4,4,0,3.57,93.33,96.9
"BOS",2014-10-15,1,65,65,40,25,61.9,60,36.92,2,2,0,50,1.85,1.85,4.17,1.41,2.77,74.81,3.85,1.3,5,3,-2,5.13,90,95.13
"BOS",2014-10-16,1,60,60,49,11,55.05,60,49,4,6,-2,40,4,6,3.27,2.88,0.39,53.15,3.27,2.88,5,4,-1,13.79,76.92,90.72
"BOS",2014-10-18,1,60,61,64,-3,48.8,61,64,4,0,4,100,4,0,3.11,3.26,-0.16,48.76,3.11,3.26,8,4,-4,11.11,100,111.11
"BOS",2014-10-21,1,60,63,58,5,52.07,63,58,5,3,2,62.5,5,3,3.51,1.95,1.56,64.31,3.51,1.95,3,3,0,15.15,91.18,106.33
"BOS",2014-10-23,1,60,69,54,15,56.1,69,54,2,3,-1,40,2,3,3.2,3.22,-0.01,49.89,3.2,3.22,1,1,0,6.25,92.11,98.36
"BOS",2014-10-25,1,60,66,56,10,54.1,66,56,4,1,3,80,4,1,2.97,2.6,0.37,53.33,2.97,2.6,4,5,1,12.12,96.97,109.09
"BOS",2014-10-28,1,60,57,71,-14,44.53,57,71,3,4,-1,42.86,3,4,1.88,3.37,-1.49,35.77,1.88,3.37,3,3,0,10.71,90.48,101.19
"BOS",2014-10-30,1,61.33,71,35,36,66.98,69.46,34.24,3,2,1,60,2.93,1.96,2.21,1.21,1,64.55,2.16,1.19,3,3,0,8.11,86.67,94.77
"BOS",2014-11-01,1,60,62,45,17,57.94,62,45,4,2,2,66.67,4,2,2.39,1.73,0.66,58.04,2.39,1.73,1,3,2,13.33,93.1,106.44
"BOS",2014-11-04,1,63.45,52,44,8,54.17,49.17,41.61,2,1,1,66.67,1.89,0.95,1.59,1.05,0.55,60.35,1.5,0.99,1,0,-1,8,94.74,102.74
"BOS",2014-11-06,1,60,54,50,4,51.92,54,50,5,2,3,71.43,5,2,1.98,2.3,-0.32,46.27,1.98,2.3,5,4,-1,15.62,92.31,107.93
"BOS",2014-11-10,1,60,48,53,-5,47.52,48,53,4,2,2,66.67,4,2,2.03,1.59,0.44,56.08,2.03,1.59,2,3,1,17.39,92.86,110.25
"BOS",2014-11-12,1,60,68,55,13,55.28,68,55,1,6,-5,14.29,1,6,1.82,2.77,-0.95,39.65,1.82,2.77,4,3,-1,3.85,81.82,85.66
"BOS",2014-11-13,1,60,51,57,-6,47.22,51,57,1,5,-4,16.67,1,5,1.34,3.6,-2.27,27.06,1.34,3.6,9,6,-3,4.55,85.29,89.84
"BOS",2014-11-15,1,60,47,55,-8,46.08,47,55,2,1,1,66.67,2,1,1.62,1.71,-0.09,48.61,1.62,1.71,3,2,-1,8,97.06,105.06
"BOS",2014-11-18,1,60,39,55,-16,41.49,39,55,2,0,2,100,2,0,2.19,1.8,0.39,54.85,2.19,1.8,2,1,-1,11.76,100,111.76
"BOS",2014-11-21,1,60,63,58,5,52.07,63,58,3,3,0,50,3,3,1.8,2.54,-0.73,41.54,1.8,2.54,2,1,-1,8.82,88.89,97.71
"BOS",2014-11-22,1,60,64,44,20,59.26,64,44,0,2,-2,0,0,2,1.93,1.65,0.28,53.92,1.93,1.65,5,4,-1,0,91.3,91.3
"BOS",2014-11-24,1,60.53,50,58,-8,46.3,49.56,57.49,2,3,-1,40,1.98,2.97,2.67,1.98,0.7,57.5,2.65,1.96,4,3,-1,6.9,90.91,97.81
"BOS",2014-11-28,1,63.65,61,63,-2,49.19,57.5,59.39,2,1,1,66.67,1.89,0.94,2.78,2.08,0.7,57.18,2.62,1.96,5,3,-2,5.26,97.22,102.49
"BOS",2014-12-01,1,60,85,56,29,60.28,85,56,2,3,-1,40,2,3,3.36,2.85,0.51,54.08,3.36,2.85,3,3,0,5.88,89.29,95.17
"BOS",2014-12-02,1,60,57,63,-6,47.5,57,63,0,2,-2,0,0,2,2.13,3.39,-1.27,38.53,2.13,3.39,4,1,-3,0,94.29,94.29
"BOS",2014-12-04,1,60,52,81,-29,39.1,52,81,4,7,-3,36.36,4,7,2.41,5.53,-3.11,30.4,2.41,5.53,5,3,-2,16.67,84.09,100.76
"BOS",2014-12-06,1,60,57,53,4,51.82,57,53,5,2,3,71.43,5,2,3.21,2.07,1.14,60.79,3.21,2.07,4,2,-2,15.15,92.31,107.46
"BOS",2014-12-11,1,60,57,43,14,57,57,43,2,3,-1,40,2,3,2.62,4.58,-1.96,36.37,2.62,4.58,6,4,-2,5.88,85.71,91.6
"BOS",2014-12-13,1,65,61,57,4,51.69,56.31,52.62,2,2,0,50,1.85,1.85,1.96,1.18,0.78,62.49,1.81,1.09,4,2,-2,6.45,93.55,100
"BOS",2014-12-16,1,65,58,69,-11,45.67,53.54,63.69,2,2,0,50,1.85,1.85,2.72,2.58,0.14,51.32,2.51,2.38,4,3,-1,5.71,95,100.71
"BOS",2014-12-17,1,61.5,43,63,-20,40.57,41.95,61.46,3,2,1,60,2.93,1.95,1.63,2.73,-1.09,37.44,1.59,2.66,3,3,0,12,94.59,106.59
"BOS",2014-12-19,1,57.75,51,47,4,52.04,52.99,48.83,1,1,0,50,1.04,1.04,4.58,2.88,1.71,61.44,4.76,2.99,4,3,-1,3.23,96.15,99.38
"BOS",2014-12-21,1,62.23,71,35,36,66.98,68.45,33.74,4,3,1,57.14,3.86,2.89,2.42,3.15,-0.73,43.45,2.34,3.04,4,4,0,10.81,89.29,100.1
"BOS",2014-12-23,1,60,52,43,9,54.74,52,43,5,3,2,62.5,5,3,3.35,1.58,1.77,68,3.35,1.58,2,5,3,20,88,108
"BOS",2014-12-27,1,60,54,43,11,55.67,54,43,2,6,-4,25,2,6,2.09,2.79,-0.71,42.75,2.09,2.79,4,5,1,7.14,80,87.14
"BOS",2014-12-29,1,60,61,49,12,55.45,61,49,5,2,3,71.43,5,2,2.96,1.93,1.02,60.45,2.96,1.93,4,1,-3,11.11,93.33,104.44
"BOS",2014-12-31,1,65,65,46,19,58.56,60,42.46,3,3,0,50,2.77,2.77,3.6,2.21,1.39,61.95,3.32,2.04,4,3,-1,10.71,85.71,96.43
"BOS",2015-01-03,1,60.73,57,44,13,56.44,56.31,43.47,2,3,-1,40,1.98,2.96,2.04,2.63,-0.59,43.72,2.02,2.6,5,3,-2,7.14,88.46,95.6
"BOS",2015-01-04,1,65,56,67,-11,45.53,51.69,61.85,1,1,0,50,0.92,0.92,2.42,2.92,-0.5,45.29,2.23,2.69,4,3,-1,5,97.22,102.22
"BOS",2015-01-07,1,62.72,49,70,-21,41.18,46.88,66.97,3,2,1,60,2.87,1.91,2.33,2.52,-0.19,48.08,2.23,2.41,4,2,-2,12.5,94.87,107.37
"BOS",2015-01-08,1,60,68,36,32,65.38,68,36,3,0,3,100,3,0,3.32,1.03,2.28,76.26,3.32,1.03,2,4,2,6.98,100,106.98
"BOS",2015-01-10,1,60,40,57,-17,41.24,40,57,3,1,2,75,3,1,1.49,1.51,-0.02,49.72,1.49,1.51,8,5,-3,16.67,96,112.67
"BOS",2015-01-13,1,60,60,34,26,63.83,60,34,4,3,1,57.14,4,3,2.68,1.77,0.9,60.16,2.68,1.77,10,6,-4,11.76,84.21,95.98
"BOS",2015-01-15,1,60,55,49,6,52.88,55,49,3,0,3,100,3,0,2.59,2.13,0.45,54.79,2.59,2.13,7,6,-1,9.38,100,109.38
"BOS",2015-01-17,1,60,59,53,6,52.68,59,53,1,3,-2,25,1,3,2.05,2.23,-0.18,47.89,2.05,2.23,3,2,-1,2.86,90.32,93.18
"BOS",2015-01-20,1,60,57,83,-26,40.71,57,83,3,1,2,75,3,1,2.58,3.53,-0.95,42.25,2.58,3.53,6,4,-2,11.11,97.3,108.41
"BOS",2015-01-21,1,65,54,72,-18,42.86,49.85,66.46,2,2,0,50,1.85,1.85,1.8,3.32,-1.52,35.14,1.66,3.07,7,4,-3,8.33,94.44,102.78
"BOS",2015-01-29,1,60,60,74,-14,44.78,60,74,5,2,3,71.43,5,2,2.13,3.88,-1.75,35.47,2.13,3.88,2,1,-1,15.15,95.56,110.71
"BOS",2015-01-31,1,60,48,55,-7,46.6,48,55,3,1,2,75,3,1,2.15,1.81,0.34,54.31,2.15,1.81,1,1,0,9.09,96.77,105.87
"BOS",2015-02-04,1,60,52,57,-5,47.71,52,57,2,3,-1,40,2,3,1.55,2.85,-1.3,35.26,1.55,2.85,2,2,0,10,88,98
"BOS",2015-02-07,1,60,55,69,-14,44.35,55,69,2,1,1,66.67,2,1,2.52,2.45,0.07,50.74,2.52,2.45,5,4,-1,5.56,97.5,103.06
"BOS",2015-02-08,1,60,70,58,12,54.69,70,58,1,3,-2,25,1,3,2.04,2.56,-0.52,44.39,2.04,2.56,3,0,-3,2.86,91.18,94.03
"BOS",2015-02-10,1,60,69,51,18,57.5,69,51,3,5,-2,37.5,3,5,4.23,2.79,1.44,60.24,4.23,2.79,2,5,3,6.82,84.38,91.19
"BOS",2015-02-13,1,60,60,49,11,55.05,60,49,2,5,-3,28.57,2,5,3.46,2.09,1.37,62.34,3.46,2.09,3,3,0,8.7,80,88.7
"BOS",2015-02-16,1,64.97,54,51,3,51.43,49.87,47.1,3,4,-1,42.86,2.77,3.69,2.39,2.3,0.09,50.99,2.21,2.12,3,3,0,11.11,85.19,96.3
"BOS",2015-02-18,1,65,74,58,16,56.06,68.31,53.54,3,3,0,50,2.77,2.77,3.78,2.53,1.25,59.89,3.49,2.34,5,2,-3,7.32,90,97.32
"BOS",2015-02-20,1,60,59,40,19,59.6,59,40,1,5,-4,16.67,1,5,1.99,1.41,0.58,58.55,1.99,1.41,5,7,2,3.7,66.67,70.37
"BOS",2015-02-22,1,60,52,53,-1,49.52,52,53,6,2,4,75,6,2,2.52,1.95,0.57,56.35,2.52,1.95,7,7,0,20,92.86,112.86
"BOS",2015-02-24,1,60,80,41,39,66.12,80,41,1,2,-1,33.33,1,2,3.55,1.62,1.93,68.65,3.55,1.62,2,5,3,2.44,92.86,95.3
"BOS",2015-02-27,1,62.77,55,46,9,54.46,52.58,43.97,3,2,1,60,2.87,1.91,2.33,2.57,-0.24,47.53,2.22,2.45,2,2,0,8.82,93.55,102.37
"BOS",2015-02-28,1,60,57,51,6,52.78,57,51,4,1,3,80,4,1,2.86,1.39,1.47,67.34,2.86,1.39,1,5,4,11.76,96.88,108.64
"BOS",2015-03-05,1,65,89,52,37,63.12,82.15,48,3,3,0,50,2.77,2.77,3.14,1.86,1.28,62.83,2.9,1.71,7,3,-4,8.11,90.62,98.73
"BOS",2015-03-07,1,63.87,75,48,27,60.98,70.46,45.09,3,2,1,60,2.82,1.88,2.22,1.59,0.63,58.25,2.09,1.5,2,4,2,8.11,93.55,101.66
"BOS",2015-03-08,1,60,48,63,-15,43.24,48,63,5,3,2,62.5,5,3,2.17,2.65,-0.48,45.03,2.17,2.65,5,5,0,16.67,92.31,108.97
"BOS",2015-03-10,1,60,43,74,-31,36.75,43,74,3,1,2,75,3,1,2.64,3.42,-0.78,43.53,2.64,3.42,4,4,0,13.64,97.5,111.14
"BOS",2015-03-12,1,65,56,59,-3,48.7,51.69,54.46,2,2,0,50,1.85,1.85,2.41,3.03,-0.62,44.32,2.23,2.8,3,6,3,6.67,94.59,101.26
"BOS",2015-03-14,1,60,54,58,-4,48.21,54,58,2,0,2,100,2,0,2.84,1.67,1.17,63.04,2.84,1.67,3,4,1,6.67,100,106.67
"BOS",2015-03-15,1,60,70,63,7,52.63,70,63,0,2,-2,0,0,2,2.07,2.95,-0.88,41.25,2.07,2.95,1,4,3,0,94.74,94.74
"BOS",2015-03-17,1,65,95,47,48,66.9,87.69,43.38,1,1,0,50,0.92,0.92,3.63,1.86,1.78,66.19,3.35,1.71,2,2,0,2.22,95.83,98.06
"BOS",2015-03-19,1,60,58,65,-7,47.15,58,65,4,6,-2,40,4,6,3.14,4.68,-1.55,40.09,3.14,4.68,3,3,0,11.43,81.25,92.68
"BOS",2015-03-21,1,65,52,48,4,52,48,44.31,1,1,0,50,0.92,0.92,1.84,1.33,0.51,58.08,1.7,1.23,3,3,0,3.7,96,99.7
"BOS",2015-03-22,1,60,56,43,13,56.57,56,43,3,5,-2,37.5,3,5,1.56,1.33,0.23,53.97,1.56,1.33,3,4,1,10.71,73.68,84.4
"BOS",2015-03-26,1,63.15,50,55,-5,47.62,47.51,52.26,2,3,-1,40,1.9,2.85,2.31,2.81,-0.5,45.08,2.19,2.67,4,6,2,6.9,90.62,97.52
"BOS",2015-03-28,1,60,53,57,-4,48.18,53,57,4,2,2,66.67,4,2,2.76,1.85,0.91,59.82,2.76,1.85,2,5,3,13.33,93.75,107.08
