"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"TOR",2016-11-26,1,60,62,70,-8,46.97,62,70,4,2,2,66.67,4,2,7.22,2.66,4.56,73.07,7.22,2.66,5,6,1,10.81,94.29,105.1
"TOR",2016-11-29,1,60,47,73,-26,39.17,47,73,4,2,2,66.67,4,2,3.37,3.62,-0.25,48.21,3.37,3.62,8,6,-2,17.39,93.33,110.72
"TOR",2016-11-30,1,60,69,45,24,60.53,69,45,0,3,-3,0,0,3,3.63,2.43,1.2,59.88,3.63,2.43,2,2,0,0,89.66,89.66
"TOR",2016-12-03,1,65,68,42,26,61.82,62.77,38.77,2,2,0,50,1.85,1.85,4.71,1.96,2.75,70.61,4.35,1.81,3,5,2,5,91.67,96.67
"TOR",2016-12-07,1,60,87,41,46,67.97,87,41,2,3,-1,40,2,3,4.61,1.93,2.68,70.51,4.61,1.93,2,3,1,5.41,85,90.41
"TOR",2016-12-10,1,60,39,70,-31,35.78,39,70,4,1,3,80,4,1,2.27,2.05,0.22,52.57,2.27,2.05,1,2,1,20,96.97,116.97
"TOR",2016-12-11,1,60,99,52,47,65.56,99,52,1,3,-2,25,1,3,5.56,3.25,2.31,63.1,5.56,3.25,5,7,2,1.92,89.66,91.58
"TOR",2016-12-13,1,65,60,78,-18,43.48,55.38,72,2,2,0,50,1.85,1.85,3.8,4.59,-0.78,45.34,3.51,4.23,7,4,-3,6.45,95.24,101.69
"TOR",2016-12-15,1,65,85,59,26,59.03,78.46,54.46,2,2,0,50,1.85,1.85,4.26,3.89,0.37,52.25,3.93,3.59,4,4,0,4.35,93.33,97.68
"TOR",2016-12-17,1,62,83,61,22,57.64,80.32,59.03,2,1,1,66.67,1.94,0.97,3.39,2.15,1.24,61.21,3.28,2.08,4,4,0,4.08,97.06,101.14
"TOR",2016-12-19,1,60,60,54,6,52.63,60,54,2,3,-1,40,2,3,3.52,2.82,0.7,55.53,3.52,2.82,5,3,-2,5.71,89.29,95
"TOR",2016-12-22,1,60,56,65,-9,46.28,56,65,6,0,6,100,6,0,2.59,2.84,-0.24,47.77,2.59,2.84,9,8,-1,19.35,100,119.35
"TOR",2016-12-23,1,60,58,84,-26,40.85,58,84,4,1,3,80,4,1,2.53,3.43,-0.9,42.44,2.53,3.43,4,1,-3,12.5,96.88,109.38
"TOR",2016-12-28,1,65,58,79,-21,42.34,53.54,72.92,2,2,0,50,1.85,1.85,2.94,3.51,-0.57,45.62,2.72,3.24,7,5,-2,5,95.74,100.74
"TOR",2016-12-29,1,63.62,63,63,0,50,59.42,59.42,3,2,1,60,2.83,1.89,3.68,2.01,1.67,64.63,3.47,1.9,5,5,0,8.57,92.59,101.16
"TOR",2017-01-01,1,63.67,60,62,-2,49.18,56.54,58.43,5,4,1,55.56,4.71,3.77,3.85,4.66,-0.82,45.21,3.63,4.4,4,3,-1,17.86,89.19,107.05
"TOR",2017-01-03,1,60.37,50,56,-6,47.17,49.7,55.66,5,6,-1,45.45,4.97,5.96,3.6,2.66,0.94,57.49,3.58,2.65,3,7,4,20,79.31,99.31
"TOR",2017-01-06,1,60,32,48,-16,40,32,48,4,2,2,66.67,4,2,2.14,3.59,-1.46,37.3,2.14,3.59,4,3,-1,28.57,93.75,122.32
"TOR",2017-01-07,1,60,67,49,18,57.76,67,49,3,5,-2,37.5,3,5,3.41,4.03,-0.63,45.79,3.41,4.03,13,11,-2,8.33,83.87,92.2
"TOR",2017-01-13,1,60,51,67,-16,43.22,51,67,4,2,2,66.67,4,2,2.54,2.77,-0.23,47.85,2.54,2.77,6,4,-2,14.81,94.44,109.26
"TOR",2017-01-14,1,60,54,77,-23,41.22,54,77,4,2,2,66.67,4,2,2.14,3.17,-1.02,40.36,2.14,3.17,2,2,0,14.81,94.59,109.41
"TOR",2017-01-17,1,60,61,46,15,57.01,61,46,4,3,1,57.14,4,3,3.04,2.81,0.23,51.97,3.04,2.81,1,1,0,12.5,88.89,101.39
"TOR",2017-01-19,1,60,58,65,-7,47.15,58,65,2,5,-3,28.57,2,5,3.37,4.62,-1.26,42.13,3.37,4.62,5,3,-2,8,87.8,95.8
"TOR",2017-01-21,1,65,72,65,7,52.55,66.46,60,2,2,0,50,1.85,1.85,3.61,3.45,0.16,51.14,3.33,3.18,4,4,0,6.06,92.59,98.65
"TOR",2017-01-23,1,60,52,56,-4,48.15,52,56,4,0,4,100,4,0,2.7,2.35,0.35,53.45,2.7,2.35,8,8,0,14.29,100,114.29
"TOR",2017-01-25,1,60,45,46,-1,49.45,45,46,4,0,4,100,4,0,2.5,2.63,-0.14,48.66,2.5,2.63,2,2,0,14.29,100,114.29
"TOR",2017-01-26,1,60,62,66,-4,48.44,62,66,1,2,-1,33.33,1,2,1.95,2.56,-0.61,43.26,1.95,2.56,1,3,2,3.57,94.12,97.69
"TOR",2017-01-31,1,60,81,47,34,63.28,81,47,3,6,-3,33.33,3,6,4.77,2.58,2.18,64.84,4.77,2.58,1,2,1,6.98,70,76.98
"TOR",2017-02-02,1,60,60,44,16,57.69,60,44,1,5,-4,16.67,1,5,2.46,2.25,0.2,52.16,2.46,2.25,3,4,1,3.7,83.87,87.57
"TOR",2017-02-04,1,60,50,79,-29,38.76,50,79,6,5,1,54.55,6,5,1.93,3.7,-1.77,34.31,1.93,3.7,7,4,-3,23.08,87.8,110.88
"TOR",2017-02-06,1,62.7,55,65,-10,45.83,52.63,62.2,5,6,-1,45.45,4.78,5.74,2.56,4.62,-2.06,35.67,2.45,4.42,1,1,0,15.62,82.35,97.98
"TOR",2017-02-07,1,60,62,75,-13,45.26,62,75,3,1,2,75,3,1,2.66,3.89,-1.23,40.62,2.66,3.89,4,5,1,8.82,97.5,106.32
"TOR",2017-02-09,1,60.33,63,65,-2,49.22,62.65,64.64,1,2,-1,33.33,0.99,1.99,2.45,3.38,-0.92,42.07,2.44,3.36,1,1,0,3.12,95,98.12
"TOR",2017-02-11,1,60,82,44,38,65.08,82,44,1,3,-2,25,1,3,2.85,1.59,1.26,64.24,2.85,1.59,3,5,2,2.27,86.96,89.23
"TOR",2017-02-14,1,60,67,56,11,54.47,67,56,7,1,6,87.5,7,1,5.31,2.92,2.39,64.52,5.31,2.92,6,4,-2,17.07,97.06,114.13
"TOR",2017-02-15,1,60,64,49,15,56.64,64,49,2,5,-3,28.57,2,5,3.31,2.99,0.33,52.59,3.31,2.99,5,3,-2,6.06,85.71,91.77
"TOR",2017-02-18,1,60,71,65,6,52.21,71,65,3,6,-3,33.33,3,6,3.73,5.52,-1.78,40.36,3.73,5.52,5,5,0,8.11,85.71,93.82
"TOR",2017-02-19,1,60,57,70,-13,44.88,57,70,4,0,4,100,4,0,3.67,3.45,0.21,51.49,3.67,3.45,3,2,-1,12.9,100,112.9
"TOR",2017-02-21,1,62.48,75,36,39,67.57,72.02,34.57,5,4,1,55.56,4.8,3.84,3.84,2.26,1.58,62.93,3.69,2.17,7,8,1,13.51,80,93.51
"TOR",2017-02-23,1,65,56,86,-30,39.44,51.69,79.38,1,1,0,50,0.92,0.92,3.3,4.22,-0.92,43.89,3.04,3.89,2,3,1,3.03,97.37,100.4
"TOR",2017-02-25,1,61.1,57,60,-3,48.72,55.97,58.92,2,3,-1,40,1.96,2.95,2.76,2.53,0.23,52.13,2.71,2.49,4,2,-2,5.88,89.29,95.17
"TOR",2017-02-28,1,60,55,71,-16,43.65,55,71,1,3,-2,25,1,3,2.26,3.67,-1.41,38.15,2.26,3.67,2,3,1,4.76,91.89,96.65
"TOR",2017-03-02,1,65,61,66,-5,48.03,56.31,60.92,2,2,0,50,1.85,1.85,3.57,3.77,-0.2,48.63,3.29,3.48,3,1,-2,6.45,94.29,100.74
"TOR",2017-03-03,1,60,78,62,16,55.71,78,62,2,5,-3,28.57,2,5,4.09,3.19,0.89,56.13,4.09,3.19,1,4,3,5.13,86.11,91.24
"TOR",2017-03-07,1,60,47,48,-1,49.47,47,48,3,2,1,60,3,2,2.34,2.6,-0.25,47.45,2.34,2.6,2,4,2,10.71,91.67,102.38
"TOR",2017-03-09,1,60,59,68,-9,46.46,59,68,4,2,2,66.67,4,2,3.4,2.7,0.7,55.75,3.4,2.7,3,2,-1,12.12,94.74,106.86
"TOR",2017-03-11,1,62.22,50,74,-24,40.32,48.22,71.36,3,2,1,60,2.89,1.93,2.35,2.52,-0.17,48.27,2.27,2.43,2,2,0,11.54,94.74,106.28
"TOR",2017-03-14,1,60,54,59,-5,47.79,54,59,2,7,-5,22.22,2,7,2.79,3.31,-0.52,45.72,2.79,3.31,7,6,-1,6.67,78.12,84.79
"TOR",2017-03-16,1,60,42,69,-27,37.84,42,69,5,0,5,100,5,0,2.55,2.92,-0.36,46.67,2.55,2.92,7,5,-2,23.81,100,123.81
"TOR",2017-03-18,1,64.72,65,66,-1,49.62,60.26,61.19,1,2,-1,33.33,0.93,1.85,2.93,2.91,0.02,50.19,2.72,2.7,0,1,1,3.85,94.87,98.72
"TOR",2017-03-20,1,59.63,63,65,-2,49.22,63.39,65.4,4,2,2,66.67,4.02,2.01,4.03,3.18,0.84,55.85,4.05,3.2,3,5,2,13.33,94.12,107.45
"TOR",2017-03-22,1,60,55,65,-10,45.83,55,65,5,2,3,71.43,5,2,4.52,2.54,1.98,64.04,4.52,2.54,2,3,1,15.62,94.12,109.74
"TOR",2017-03-23,1,60,57,51,6,52.78,57,51,4,2,2,66.67,4,2,3.33,2.98,0.35,52.8,3.33,2.98,7,5,-2,13.33,93.75,107.08
"TOR",2017-03-25,1,60,63,61,2,50.81,63,61,2,5,-3,28.57,2,5,2.53,2.99,-0.46,45.86,2.53,2.99,3,4,1,5.88,86.84,92.72
"TOR",2017-03-28,1,60,59,53,6,52.68,59,53,3,2,1,60,3,2,2.29,3.1,-0.81,42.45,2.29,3.1,6,6,0,12,92.59,104.59
"TOR",2017-03-30,1,60,35,62,-27,36.08,35,62,3,1,2,75,3,1,2.34,3.34,-1,41.18,2.34,3.34,5,3,-2,17.65,96.67,114.31
"TOR",2017-04-01,1,60,49,62,-13,44.14,49,62,5,4,1,55.56,5,4,2.07,3.46,-1.39,37.46,2.07,3.46,3,2,-1,18.52,90.48,108.99
"TOR",2017-04-03,1,60,69,50,19,57.98,69,50,4,2,2,66.67,4,2,3.41,1.37,2.04,71.36,3.41,1.37,3,7,4,8.89,90.91,99.8
"TOR",2017-04-04,1,60,55,58,-3,48.67,55,58,1,4,-3,20,1,4,2.54,3.62,-1.08,41.26,2.54,3.62,4,5,1,3.57,89.47,93.05
"TOR",2017-04-06,1,60,66,53,13,55.46,66,53,1,4,-3,20,1,4,1.97,2.51,-0.53,44.07,1.97,2.51,5,5,0,3.7,86.67,90.37
"TOR",2017-04-08,1,60,71,47,24,60.17,71,47,5,3,2,62.5,5,3,4.06,2.22,1.84,64.67,4.06,2.22,2,3,1,16.67,83.33,100
"TOR",2017-04-09,1,60,71,49,22,59.17,71,49,2,3,-1,40,2,3,3.1,2.66,0.44,53.79,3.1,2.66,2,4,2,6.25,90.62,96.88
"TOR",2017-04-13,1,65.25,62,74,-12,45.59,57.01,68.05,2,3,-1,40,1.84,2.76,2.51,3.12,-0.6,44.65,2.31,2.86,3,1,-2,5.41,93.18,98.59
"TOR",2017-04-15,1,91.88,96,112,-16,46.15,62.69,73.14,4,3,1,57.14,2.61,1.96,4.41,3.91,0.49,52.96,2.88,2.56,6,6,0,7.84,94,101.84
"TOR",2017-04-17,1,61.62,71,52,19,57.72,69.14,50.64,4,3,1,57.14,3.9,2.92,4.24,2.79,1.45,60.29,4.13,2.72,6,6,0,14.29,88.46,102.75
"TOR",2017-04-19,1,60,67,56,11,54.47,67,56,4,5,-1,44.44,4,5,3.42,2.35,1.07,59.3,3.42,2.35,1,4,3,11.76,81.48,93.25
"TOR",2017-04-21,1,61.07,63,58,5,52.07,61.9,56.99,1,2,-1,33.33,0.98,1.97,2.3,2.37,-0.08,49.17,2.26,2.33,5,6,1,4,92.86,96.86
"TOR",2017-04-23,1,66.52,67,70,-3,48.91,60.44,63.14,1,2,-1,33.33,0.9,1.8,1.86,2.2,-0.33,45.9,1.68,1.98,3,2,-1,2.63,94.44,97.08
"VAN",2013-01-19,1,60,62,41,21,60.19,62,41,3,7,-4,30,3,7,2.35,2.82,-0.47,45.47,2.35,2.82,3,4,1,10.34,73.08,83.42
"VAN",2013-01-20,1,65,60,55,5,52.17,55.38,50.77,2,2,0,50,1.85,1.85,2.49,1.8,0.69,58.06,2.3,1.66,5,6,1,6.9,93.75,100.65
"VAN",2013-01-23,1,65,69,61,8,53.08,63.69,56.31,2,2,0,50,1.85,1.85,2.18,3.56,-1.38,37.97,2.01,3.29,5,4,-1,5.56,94.44,100
"VAN",2013-01-25,1,60,58,48,10,54.72,58,48,5,0,5,100,5,0,4.51,2.09,2.42,68.34,4.51,2.09,5,12,7,14.71,100,114.71
"VAN",2013-01-27,1,60,62,47,15,56.88,62,47,1,4,-3,20,1,4,3.08,3.56,-0.48,46.4,3.08,3.56,11,12,1,4.17,85.19,89.35
"VAN",2013-01-28,1,65,38,62,-24,38,35.08,57.23,2,2,0,50,1.85,1.85,1.91,2.22,-0.31,46.24,1.76,2.05,4,3,-1,8.7,92.86,101.55
"VAN",2013-01-30,1,60,61,41,20,59.8,61,41,3,0,3,100,3,0,2.82,2.93,-0.11,49.04,2.82,2.93,5,6,1,13.04,100,113.04
"VAN",2013-02-01,1,65,42,54,-12,43.75,38.77,49.85,1,1,0,50,0.92,0.92,1.67,1.57,0.1,51.6,1.54,1.45,6,5,-1,4.55,96.43,100.97
"VAN",2013-02-04,1,64.67,73,48,25,60.33,67.73,44.54,3,2,1,60,2.78,1.86,2.83,1.91,0.91,59.62,2.62,1.78,5,4,-1,7.5,92,99.5
"VAN",2013-02-07,1,60,34,44,-10,43.59,34,44,4,1,3,80,4,1,1.69,1.84,-0.15,47.86,1.69,1.84,8,12,4,18.18,95.65,113.83
"VAN",2013-02-09,1,60,59,50,9,54.13,59,50,5,1,4,83.33,5,1,2.76,2.74,0.01,50.1,2.76,2.74,2,5,3,16.13,97.06,113.19
"VAN",2013-02-12,1,60,57,42,15,57.58,57,42,2,1,1,66.67,2,1,2.54,3.11,-0.57,44.98,2.54,3.11,6,3,-3,6.67,96.15,102.82
"VAN",2013-02-15,1,60,50,47,3,51.55,50,47,3,4,-1,42.86,3,4,2.17,2.71,-0.54,44.45,2.17,2.71,7,6,-1,10.71,86.21,96.92
"VAN",2013-02-17,1,65,67,43,24,60.91,61.85,39.69,3,3,0,50,2.77,2.77,3.22,1.52,1.7,67.92,2.97,1.4,3,5,2,9.68,86.96,96.63
"VAN",2013-02-19,1,65,49,67,-18,42.24,45.23,61.85,3,3,0,50,2.77,2.77,2.05,4.05,-2,33.63,1.9,3.74,8,7,-1,9.38,93.02,102.4
"VAN",2013-02-21,1,60,42,56,-14,42.86,42,56,4,3,1,57.14,4,3,1.79,2.05,-0.26,46.61,1.79,2.05,6,6,0,18.18,88,106.18
"VAN",2013-02-22,1,60,58,40,18,59.18,58,40,1,0,1,100,1,0,2.95,1.64,1.3,64.22,2.95,1.64,2,2,0,4.17,100,104.17
"VAN",2013-02-24,1,60,36,48,-12,42.86,36,48,3,8,-5,27.27,3,8,1.71,3.25,-1.55,34.41,1.71,3.25,6,3,-3,14.29,71.43,85.71
"VAN",2013-02-26,1,60,54,30,24,64.29,54,30,2,4,-2,33.33,2,4,2.05,1.63,0.42,55.73,2.05,1.63,3,4,1,6.45,81.82,88.27
"VAN",2013-03-02,1,60,48,47,1,50.53,48,47,5,2,3,71.43,5,2,2.72,1.9,0.82,58.84,2.72,1.9,6,4,-2,20.83,93.33,114.17
"VAN",2013-03-03,1,60,54,51,3,51.43,54,51,2,4,-2,33.33,2,4,2.24,2.34,-0.1,48.86,2.24,2.34,5,4,-1,6.45,84,90.45
"VAN",2013-03-05,1,65,73,54,19,57.48,67.38,49.85,2,2,0,50,1.85,1.85,2.39,2.76,-0.38,46.34,2.2,2.55,3,5,2,5.26,93.33,98.6
"VAN",2013-03-07,1,64.05,59,50,9,54.13,55.27,46.84,1,2,-1,33.33,0.94,1.87,3.42,2.36,1.06,59.17,3.21,2.21,3,1,-2,2.86,92.59,95.45
"VAN",2013-03-10,1,60,52,45,7,53.61,52,45,2,4,-2,33.33,2,4,2.59,3.24,-0.65,44.44,2.59,3.24,6,8,2,7.41,87.5,94.91
"VAN",2013-03-12,1,65,72,48,24,60,66.46,44.31,1,1,0,50,0.92,0.92,2,1.85,0.15,51.95,1.85,1.71,2,2,0,2.63,96.3,98.93
"VAN",2013-03-14,1,60,46,50,-4,47.92,46,50,7,4,3,63.64,7,4,4.46,3.72,0.74,54.52,4.46,3.72,6,5,-1,31.82,87.88,119.7
"VAN",2013-03-16,1,60,58,46,12,55.77,58,46,2,5,-3,28.57,2,5,3.61,1.96,1.65,64.82,3.61,1.96,3,7,4,5.71,80.77,86.48
"VAN",2013-03-18,1,60,79,39,40,66.95,79,39,1,3,-2,25,1,3,2.97,1.3,1.68,69.65,2.97,1.3,3,5,2,2.78,88,90.78
"VAN",2013-03-19,1,60,46,59,-13,43.81,46,59,3,2,1,60,3,2,2.49,1.86,0.63,57.2,2.49,1.86,5,4,-1,15.79,94.12,109.91
"VAN",2013-03-21,1,60,48,65,-17,42.48,48,65,2,1,1,66.67,2,1,3,2.89,0.1,50.88,3,2.89,4,5,1,6.25,97.06,103.31
"VAN",2013-03-23,1,60,27,45,-18,37.5,27,45,1,0,1,100,1,0,1.04,2.54,-1.49,29.15,1.04,2.54,3,3,0,7.69,100,107.69
"VAN",2013-03-24,1,60,57,45,12,55.88,57,45,3,2,1,60,3,2,1.91,1.48,0.42,56.24,1.91,1.48,5,3,-2,10,92.86,102.86
"VAN",2013-03-26,1,65,75,38,37,66.37,69.23,35.08,0,0,0,NA,0,0,2.64,0.82,1.82,76.27,2.44,0.76,2,3,1,0,100,100
"VAN",2013-03-28,1,60,45,55,-10,45,45,55,4,1,3,80,4,1,2.74,2.57,0.17,51.58,2.74,2.57,2,0,-2,20,96.97,116.97
"VAN",2013-03-30,1,60,50,45,5,52.63,50,45,0,4,-4,0,0,4,2.03,2.96,-0.93,40.7,2.03,2.96,4,4,0,0,83.33,83.33
"VAN",2013-04-01,1,60,65,60,5,52,65,60,2,3,-1,40,2,3,2.19,2.72,-0.53,44.56,2.19,2.72,4,1,-3,8,91.43,99.43
"VAN",2013-04-04,1,60,49,44,5,52.69,49,44,4,0,4,100,4,0,3.03,2.04,0.99,59.72,3.03,2.04,4,5,1,14.29,100,114.29
"VAN",2013-04-06,1,60,37,62,-25,37.37,37,62,5,2,3,71.43,5,2,1.66,2.99,-1.33,35.71,1.66,2.99,8,4,-4,22.73,94.74,117.46
"VAN",2013-04-08,1,60,63,42,21,60,63,42,2,0,2,100,2,0,4.56,1.62,2.95,73.85,4.56,1.62,4,3,-1,4.76,100,104.76
"VAN",2013-04-10,1,60,61,65,-4,48.41,61,65,4,1,3,80,4,1,3.1,3.11,-0.02,49.85,3.1,3.11,5,5,0,13.79,97.56,111.35
"VAN",2013-04-13,1,60,52,50,2,50.98,52,50,3,4,-1,42.86,3,4,1.77,2.8,-1.03,38.77,1.77,2.8,3,2,-1,11.11,84.62,95.73
"VAN",2013-04-15,1,60,38,59,-21,39.18,38,59,5,2,3,71.43,5,2,2.23,3.15,-0.91,41.52,2.23,3.15,7,8,1,20.83,94.74,115.57
"VAN",2013-04-16,1,65,47,77,-30,37.9,43.38,71.08,1,1,0,50,0.92,0.92,1.5,3.02,-1.53,33.11,1.38,2.79,7,7,0,4.55,97.22,101.77
"VAN",2013-04-18,1,60,71,56,15,55.91,71,56,1,5,-4,16.67,1,5,2.38,2.79,-0.41,46.02,2.38,2.79,8,5,-3,2.63,83.33,85.96
"VAN",2013-04-20,1,65,38,53,-15,41.76,35.08,48.92,1,1,0,50,0.92,0.92,1.57,2.12,-0.55,42.5,1.45,1.96,5,6,1,7.14,97.06,104.2
"VAN",2013-04-22,1,60,65,46,19,58.56,65,46,3,1,2,75,3,1,3.04,1.7,1.34,64.17,3.04,1.7,3,6,3,9.38,96,105.38
"VAN",2013-04-25,1,60,59,45,14,56.73,59,45,1,3,-2,25,1,3,1.65,2.05,-0.4,44.54,1.65,2.05,3,4,1,3.45,90,93.45
"VAN",2013-04-27,1,60,59,68,-9,46.46,59,68,2,7,-5,22.22,2,7,2.69,4.06,-1.37,39.88,2.69,4.06,7,6,-1,6.67,81.08,87.75
"VAN",2013-05-01,1,60,59,46,13,56.19,59,46,1,3,-2,25,1,3,2.08,2.49,-0.41,45.51,2.08,2.49,5,3,-2,3.23,89.29,92.51
"VAN",2013-05-03,1,65.52,70,54,16,56.45,64.11,49.45,2,3,-1,40,1.83,2.75,2.27,4.36,-2.09,34.21,2.08,4,5,3,-2,6.45,90.91,97.36
"VAN",2013-05-05,1,60,59,65,-6,47.58,59,65,2,5,-3,28.57,2,5,1.52,4.27,-2.75,26.25,1.52,4.27,11,4,-7,6.67,86.84,93.51
"VAN",2013-05-07,1,73.3,70,82,-12,46.05,57.3,67.12,3,4,-1,42.86,2.46,3.27,3.07,4.71,-1.64,39.43,2.51,3.85,8,3,-5,8.57,91.49,100.06
"VAN",2013-10-03,1,60,62,74,-12,45.59,62,74,1,4,-3,20,1,4,2.43,4.52,-2.1,34.93,2.43,4.52,8,6,-2,4.55,88.57,93.12
"VAN",2013-10-05,1,60,74,45,29,62.18,74,45,6,2,4,75,6,2,4.53,2.23,2.3,67.03,4.53,2.23,9,13,4,13.64,91.3,104.94
"VAN",2013-10-06,1,63.28,59,65,-6,47.58,55.94,61.63,5,4,1,55.56,4.74,3.79,3.23,3.88,-0.65,45.42,3.06,3.68,3,1,-2,17.86,88.89,106.75
"VAN",2013-10-08,1,62.3,58,36,22,61.7,55.86,34.67,3,2,1,60,2.89,1.93,1.56,1.33,0.23,53.89,1.5,1.29,1,2,1,9.38,91.3,100.68
"VAN",2013-10-10,1,60,41,57,-16,41.84,41,57,1,4,-3,20,1,4,1.46,3.05,-1.59,32.39,1.46,3.05,3,1,-2,3.85,86.21,90.05
"VAN",2013-10-12,1,60,68,69,-1,49.64,68,69,1,4,-3,20,1,4,3.05,4.12,-1.07,42.56,3.05,4.12,4,3,-1,2.5,89.74,92.24
"VAN",2013-10-15,1,60,54,54,0,50,54,54,3,2,1,60,3,2,2.07,1.32,0.75,61.03,2.07,1.32,3,2,-1,12,90.91,102.91
"VAN",2013-10-17,1,60,58,49,9,54.21,58,49,3,0,3,100,3,0,2.75,2.29,0.46,54.52,2.75,2.29,3,3,0,8.82,100,108.82
"VAN",2013-10-19,1,65,60,57,3,51.28,55.38,52.62,3,3,0,50,2.77,2.77,1.44,1.76,-0.33,44.89,1.33,1.63,6,2,-4,7.69,89.29,96.98
"VAN",2013-10-20,1,60,64,49,15,56.64,64,49,1,3,-2,25,1,3,2.7,3.9,-1.21,40.86,2.7,3.9,6,4,-2,2.63,89.66,92.29
"VAN",2013-10-22,1,62.27,72,64,8,52.94,69.38,61.67,5,4,1,55.56,4.82,3.85,5.99,5.69,0.3,51.29,5.77,5.48,4,2,-2,15.15,87.5,102.65
"VAN",2013-10-24,1,65,33,47,-14,41.25,30.46,43.38,2,2,0,50,1.85,1.85,1.57,2.13,-0.55,42.52,1.45,1.96,3,2,-1,9.52,93.33,102.86
"VAN",2013-10-25,1,64.75,44,57,-13,43.56,40.77,52.82,3,2,1,60,2.78,1.85,1.75,1.81,-0.06,49.18,1.62,1.67,6,7,1,14.29,91.67,105.95
"VAN",2013-10-28,1,60,68,42,26,61.82,68,42,3,2,1,60,3,2,3.51,1.75,1.76,66.68,3.51,1.75,5,6,1,7.32,89.47,96.79
"VAN",2013-10-30,1,60,45,58,-13,43.69,45,58,1,2,-1,33.33,1,2,1.68,2.2,-0.52,43.28,1.68,2.2,3,4,1,5,92.59,97.59
"VAN",2013-11-02,1,60,74,42,32,63.79,74,42,4,0,4,100,4,0,4.32,1.89,2.43,69.59,4.32,1.89,10,15,5,8.51,100,108.51
"VAN",2013-11-05,1,65,66,64,2,50.77,60.92,59.08,2,2,0,50,1.85,1.85,1.45,2.91,-1.46,33.25,1.34,2.69,3,3,0,6.06,93.75,99.81
"VAN",2013-11-07,1,60,48,53,-5,47.52,48,53,4,2,2,66.67,4,2,4.54,2.96,1.57,60.48,4.54,2.96,5,5,0,11.76,91.67,103.43
"VAN",2013-11-09,1,60,49,59,-10,45.37,49,59,1,5,-4,16.67,1,5,2.2,2.36,-0.16,48.24,2.2,2.36,5,3,-2,3.85,84.38,88.22
"VAN",2013-11-10,1,60,65,47,18,58.04,65,47,1,3,-2,25,1,3,2.39,1.92,0.47,55.46,2.39,1.92,2,2,0,2.78,86.96,89.73
"VAN",2013-11-14,1,62.63,71,63,8,52.99,68.01,60.35,1,2,-1,33.33,0.96,1.92,2.66,2.34,0.32,53.21,2.55,2.24,6,4,-2,2.86,93.33,96.19
"VAN",2013-11-17,1,60,83,42,41,66.4,83,42,1,2,-1,33.33,1,2,3.72,1.76,1.95,67.83,3.72,1.76,3,5,2,2.33,91.3,93.63
"VAN",2013-11-19,1,65,54,51,3,51.43,49.85,47.08,2,2,0,50,1.85,1.85,2.08,3.79,-1.71,35.44,1.92,3.5,3,2,-1,6.9,94.44,101.34
"VAN",2013-11-22,1,60,62,43,19,59.05,62,43,6,2,4,75,6,2,3.32,1.9,1.42,63.56,3.32,1.9,7,7,0,17.14,87.5,104.64
"VAN",2013-11-23,1,60,61,50,11,54.95,61,50,1,2,-1,33.33,1,2,2.17,2.02,0.16,51.86,2.17,2.02,2,3,1,2.7,93.1,95.81
"VAN",2013-11-25,1,60.8,71,42,29,62.83,70.07,41.45,2,3,-1,40,1.97,2.96,3.46,1.26,2.2,73.32,3.42,1.24,9,13,4,5.13,86.36,91.49
"VAN",2013-11-28,1,60,49,68,-19,41.88,49,68,5,2,3,71.43,5,2,2.63,3,-0.37,46.68,2.63,3,6,6,0,17.86,94.87,112.73
"VAN",2013-11-30,1,60,60,52,8,53.57,60,52,2,5,-3,28.57,2,5,2.6,1.95,0.64,57.04,2.6,1.95,5,5,0,5.41,79.17,84.57
"VAN",2013-12-01,1,60,49,69,-20,41.53,49,69,3,2,1,60,3,2,2.86,2.77,0.09,50.78,2.86,2.77,8,5,-3,10,93.55,103.55
"VAN",2013-12-03,1,60,61,44,17,58.1,61,44,3,1,2,75,3,1,2.98,2.27,0.7,56.71,2.98,2.27,3,5,2,9.09,96.77,105.87
"VAN",2013-12-06,1,63.68,51,65,-14,43.97,48.05,61.24,3,2,1,60,2.83,1.88,2.07,2.52,-0.45,45.1,1.95,2.38,2,2,0,9.38,94.87,104.25
"VAN",2013-12-08,1,60,45,61,-16,42.45,45,61,3,1,2,75,3,1,1.65,2.27,-0.62,42.12,1.65,2.27,1,3,2,14.29,96.55,110.84
"VAN",2013-12-09,1,60,51,59,-8,46.36,51,59,2,0,2,100,2,0,2.35,2.1,0.25,52.77,2.35,2.1,4,4,0,7.69,100,107.69
"VAN",2013-12-13,1,60,72,37,35,66.06,72,37,4,0,4,100,4,0,4.47,1.4,3.07,76.11,4.47,1.4,3,3,0,10,100,110
"VAN",2013-12-14,1,60,50,72,-22,40.98,50,72,6,2,4,75,6,2,2.47,3.59,-1.12,40.78,2.47,3.59,5,4,-1,20,95.12,115.12
"VAN",2013-12-17,1,65,50,60,-10,45.45,46.15,55.38,2,2,0,50,1.85,1.85,1.8,1.78,0.02,50.34,1.66,1.64,3,3,0,6.45,93.75,100.2
