Date,VH,Team,Final
1223,V,Washington ,2
1223,H,NY Rangers ,4
1223,V,Buffalo ,3
1223,H,Detroit ,6
1223,V,Pittsburgh ,3
1223,H,Tampa Bay ,4
1223,V,St. Louis ,0
1223,H,Colorado ,5
1223,V,Arizona ,5
1223,H,Edmonton ,1
1223,V,Winnipeg ,5
1223,H,Chicago ,1
1227,V,Winnipeg ,4
1227,H,Minnesota ,3
1227,V,Detroit ,3
1227,H,Ottawa ,2
1227,V,Carolina ,1
1227,H,Tampa Bay ,2
1227,V,NY Islanders ,3
1227,H,Buffalo ,4
1227,V,Boston ,2
1227,H,Columbus ,6
1227,V,New Jersey ,1
1227,H,NY Rangers ,3
1227,V,Washington ,3
1227,H,Pittsburgh ,0
1227,V,Philadelphia ,1
1227,H,Nashville ,4
1227,V,Dallas ,4
1227,H,St. Louis ,3
1227,V,Anaheim ,1
1227,H,Arizona ,2
1227,V,Chicago ,5
1227,H,Colorado ,2
1227,V,San Jose ,1
1227,H,Los Angeles ,3
1227,V,Edmonton ,1
1227,H,Calgary ,4
1228,V,Toronto ,4
1228,H,Florida ,6
1228,V,Vancouver ,1
1228,H,Anaheim ,2
1229,V,Detroit ,2
1229,H,Boston ,5
1229,V,Pittsburgh ,1
1229,H,New Jersey ,3
1229,V,Washington ,3
1229,H,NY Islanders ,4
1229,V,Montreal ,3
1229,H,Carolina ,1
1229,V,Buffalo ,2
1229,H,Ottawa ,5
1229,V,Toronto ,2
1229,H,Tampa Bay ,3
1229,V,Colorado ,0
1229,H,St. Louis ,3
1229,V,Minnesota ,3
1229,H,Winnipeg ,2
1229,V,Nashville ,4
1229,H,Chicago ,5
1229,V,NY Rangers ,2
1229,H,Dallas ,3
1229,V,Philadelphia ,2
1229,H,Arizona ,4
1229,V,Los Angeles ,1
1229,H,Calgary ,2
1230,V,Montreal ,2
1230,H,Florida ,1
1230,V,St. Louis ,2
1230,H,Nashville ,3
1230,V,Los Angeles ,2
1230,H,Edmonton ,3
1230,V,Vancouver ,3
1230,H,San Jose ,1
1231,V,NY Islanders ,5
1231,H,Winnipeg ,2
1231,V,NY Rangers ,5
1231,H,Florida ,2
1231,V,Tampa Bay ,5
1231,H,Buffalo ,1
1231,V,Toronto ,4
1231,H,Boston ,3
1231,V,Carolina ,1
1231,H,Pittsburgh ,2
1231,V,Minnesota ,1
1231,H,Columbus ,3
1231,V,New Jersey ,1
1231,H,Detroit ,3
1231,V,San Jose ,3
1231,H,Anaheim ,0
1231,V,Arizona ,0
1231,H,Dallas ,6
1231,V,Philadelphia ,3
1231,H,Colorado ,4
1231,V,Edmonton ,3
1231,H,Calgary ,4
101,V,Chicago ,2
101,H,Washington ,3
101,V,Los Angeles ,3
101,H,Vancouver ,2
102,V,Tampa Bay ,3
102,H,Pittsburgh ,6
102,V,Florida ,2
102,H,Buffalo ,0
102,V,Philadelphia ,1
102,H,Carolina ,2
102,V,Montreal ,4
102,H,New Jersey ,2
102,V,Toronto ,1
102,H,Minnesota ,3
102,V,NY Islanders ,2
102,H,Calgary ,1
102,V,Edmonton ,1
102,H,Colorado ,2
102,V,St. Louis ,3
102,H,Anaheim ,4
103,V,Ottawa ,3
103,H,Boston ,2
103,V,Nashville ,7
103,H,Los Angeles ,6
103,V,Montreal ,4
103,H,Pittsburgh ,1
103,V,Buffalo ,1
103,H,NY Rangers ,6
103,V,Philadelphia ,2
103,H,New Jersey ,5
103,V,Toronto ,1
103,H,Winnipeg ,5
103,V,Columbus ,3
103,H,Arizona ,6
103,V,Minnesota ,1
103,H,Dallas ,7
103,V,Detroit ,1
103,H,Vancouver ,4
103,V,St. Louis ,7
103,H,San Jose ,2
104,V,Boston ,1
104,H,Carolina ,2
104,V,Florida ,3
104,H,Washington ,4
104,V,Tampa Bay ,4
104,H,Ottawa ,2
104,V,Columbus ,4
104,H,Colorado ,3
104,V,Nashville ,3
104,H,Anaheim ,4
104,V,Dallas ,4
104,H,Chicago ,5
104,V,NY Islanders ,2
104,H,Edmonton ,5
105,V,San Jose ,3
105,H,Winnipeg ,2
106,V,Ottawa ,1
106,H,Philadelphia ,2
106,V,Buffalo ,1
106,H,New Jersey ,4
106,V,Tampa Bay ,4
106,H,Montreal ,2
106,V,Carolina ,2
106,H,Nashville ,3
106,V,San Jose ,4
106,H,Minnesota ,3
106,V,Colorado ,2
106,H,Chicago ,0
106,V,Columbus ,4
106,H,Dallas ,2
106,V,St. Louis ,6
106,H,Arizona ,0
106,V,Detroit ,4
106,H,Edmonton ,2
106,V,NY Islanders ,2
106,H,Vancouver ,3
107,V,Washington ,6
107,H,Toronto ,2
107,V,Boston ,3
107,H,Pittsburgh ,2
107,V,Detroit ,3
107,H,Calgary ,2
107,V,NY Rangers ,4
107,H,Anaheim ,1
108,V,New Jersey ,0
108,H,Boston ,3
108,V,Washington ,2
108,H,Philadelphia ,3
108,V,Buffalo ,2
108,H,Carolina ,5
108,V,Chicago ,4
108,H,Minnesota ,2
108,V,San Jose ,2
108,H,St. Louis ,7
108,V,Dallas ,2
108,H,Nashville ,3
108,V,Winnipeg ,1
108,H,Arizona ,4
108,V,Ottawa ,2
108,H,Colorado ,5
108,V,Florida ,3
108,H,Vancouver ,1
108,V,NY Rangers ,4
108,H,Los Angeles ,3
109,V,NY Islanders ,3
109,H,New Jersey ,2
109,V,Buffalo ,1
109,H,Tampa Bay ,2
109,V,Columbus ,2
109,H,Toronto ,5
109,V,Florida ,6
109,H,Calgary ,5
109,V,Chicago ,2
109,H,Edmonton ,5
110,V,Boston ,3
110,H,Philadelphia ,1
110,V,Nashville ,3
110,H,Minnesota ,1
110,V,Dallas ,3
110,H,Colorado ,4
110,V,Detroit ,1
110,H,Washington ,3
110,V,Ottawa ,5
110,H,Arizona ,1
110,V,NY Islanders ,5
110,H,Columbus ,2
110,V,Pittsburgh ,2
110,H,Montreal ,1
110,V,Carolina ,4
110,H,St. Louis ,5
110,V,Winnipeg ,5
110,H,Los Angeles ,4
110,V,NY Rangers ,3
110,H,San Jose ,1
110,V,Calgary ,1
110,H,Vancouver ,0
111,V,Florida ,4
111,H,Edmonton ,2
111,V,Minnesota ,1
111,H,Chicago ,4
111,V,Winnipeg ,4
111,H,Anaheim ,5
112,V,Tampa Bay ,3
112,H,Philadelphia ,7
112,V,Colorado ,1
112,H,Washington ,2
112,V,Toronto ,0
112,H,Los Angeles ,2
113,V,NY Islanders ,3
113,H,NY Rangers ,0
113,V,Tampa Bay ,3
113,H,Boston ,4
113,V,Detroit ,3
113,H,Buffalo ,1
113,V,Colorado ,2
113,H,Carolina ,3
113,V,Minnesota ,2
113,H,Pittsburgh ,7
113,V,Vancouver ,1
113,H,Nashville ,5
113,V,Edmonton ,2
113,H,St. Louis ,4
113,V,Florida ,2
113,H,Winnipeg ,8
113,V,Ottawa ,4
113,H,Dallas ,5
113,V,San Jose ,3
113,H,Arizona ,2
114,V,Montreal ,3
114,H,Columbus ,2
114,V,Philadelphia ,0
114,H,Washington ,1
114,V,Toronto ,0
114,H,Anaheim ,4
114,V,New Jersey ,5
114,H,Los Angeles ,3
115,V,NY Rangers ,0
115,H,Boston ,3
115,V,Minnesota ,7
115,H,Buffalo ,0
115,V,Vancouver ,4
115,H,Philadelphia ,0
115,V,Edmonton ,2
115,H,Tampa Bay ,3
115,V,Colorado ,4
115,H,Florida ,2
115,V,Montreal ,1
115,H,Ottawa ,4
115,V,Detroit ,3
115,H,St. Louis ,2
115,V,Winnipeg ,2
115,H,Dallas ,1
115,V,Calgary ,4
115,H,Arizona ,1
115,V,Toronto ,1
115,H,San Jose ,3
116,V,Pittsburgh ,3
116,H,NY Islanders ,6
116,V,NY Rangers ,2
116,H,Columbus ,1
116,V,Vancouver ,3
116,H,Carolina ,0
116,V,Washington ,3
116,H,Nashville ,4
116,V,Winnipeg ,4
116,H,Chicago ,2
116,V,New Jersey ,1
116,H,Anaheim ,5
117,V,Philadelphia ,4
117,H,Buffalo ,3
117,V,NY Islanders ,4
117,H,Montreal ,6
117,V,Toronto ,0
117,H,St. Louis ,3
117,V,Carolina ,3
117,H,Ottawa ,2
117,V,Colorado ,2
117,H,Tampa Bay ,3
117,V,Edmonton ,3
117,H,Florida ,2
117,V,Nashville ,2
117,H,Detroit ,5
117,V,Columbus ,3
117,H,Boston ,1
117,V,Washington ,4
117,H,Dallas ,5
117,V,Arizona ,1
117,H,Minnesota ,3
117,V,Calgary ,4
117,H,San Jose ,3
117,V,Anaheim ,3
117,H,Los Angeles ,2
118,V,NY Rangers ,5
118,H,Pittsburgh ,2
118,V,Dallas ,6
118,H,Chicago ,3
118,V,Arizona ,3
118,H,Winnipeg ,4
118,V,Buffalo ,4
118,H,Detroit ,6
119,V,Philadelphia ,4
119,H,NY Islanders ,7
119,V,Carolina ,4
119,H,Toronto ,1
119,V,Vancouver ,2
119,H,Florida ,1
119,V,Columbus ,3
119,H,Minnesota ,1
119,V,Colorado ,1
119,H,St. Louis ,3
119,V,Calgary ,2
119,H,Los Angeles ,1
119,V,New Jersey ,5
119,H,San Jose ,2
120,V,Ottawa ,2
120,H,NY Rangers ,3
120,V,Edmonton ,5
120,H,Washington ,4
120,V,Nashville ,1
120,H,Montreal ,2
120,V,Minnesota ,4
120,H,Detroit ,5
120,V,Vancouver ,1
120,H,Tampa Bay ,4
120,V,Pittsburgh ,2
120,H,Philadelphia ,3
120,V,Boston ,3
120,H,Dallas ,1
120,V,Arizona ,1
120,H,Chicago ,6
121,V,Toronto ,3
121,H,Ottawa ,4
121,V,Chicago ,3
121,H,Pittsburgh ,2
121,V,Columbus ,0
121,H,Winnipeg ,4
121,V,Calgary ,3
121,H,Anaheim ,6
121,V,Boston ,2
121,H,Colorado ,3
121,V,Los Angeles ,2
121,H,San Jose ,4
127,V,Arizona ,3
127,H,Philadelphia ,4
127,V,NY Rangers ,1
127,H,NY Islanders ,4
127,V,Washington ,3
127,H,Columbus ,4
127,V,Winnipeg ,3
127,H,Pittsburgh ,5
127,V,Detroit ,5
127,H,Florida ,4
127,V,Tampa Bay ,2
127,H,Carolina ,4
127,V,Dallas ,2
127,H,Montreal ,3
127,V,Colorado ,3
127,H,Nashville ,4
127,V,Buffalo ,1
127,H,Calgary ,4
127,V,Minnesota ,2
127,H,Edmonton ,1
127,V,Anaheim ,4
127,H,Vancouver ,0
128,V,Toronto ,1
128,H,New Jersey ,2
128,V,Pittsburgh ,0
128,H,Washington ,4
128,V,Chicago ,3
128,H,Los Angeles ,4
129,V,Boston ,5
129,H,NY Islanders ,2
129,V,Montreal ,1
129,H,NY Rangers ,0
129,V,Winnipeg ,2
129,H,Philadelphia ,5
129,V,Detroit ,1
129,H,Tampa Bay ,5
129,V,Columbus ,2
129,H,Florida ,3
129,V,Dallas ,6
129,H,Ottawa ,3
129,V,Arizona ,3
129,H,Toronto ,1
129,V,Nashville ,4
129,H,St. Louis ,5
129,V,Minnesota ,1
129,H,Calgary ,0
129,V,Buffalo ,2
129,H,Edmonton ,3
129,V,Anaheim ,3
129,H,San Jose ,6
130,V,Pittsburgh ,2
130,H,New Jersey ,1
130,V,St. Louis ,3
130,H,Carolina ,2
130,V,Nashville ,0
130,H,Colorado ,3
130,V,Chicago ,4
130,H,Anaheim ,1
130,V,Buffalo ,2
130,H,Vancouver ,5
131,V,Washington ,0
131,H,Montreal ,1
131,V,NY Islanders ,1
131,H,Detroit ,4
131,V,Arizona ,2
131,H,Ottawa ,7
131,V,Dallas ,5
131,H,Winnipeg ,2
131,V,Los Angeles ,1
131,H,Boston ,3
131,V,Toronto ,0
131,H,Philadelphia ,1
131,V,Carolina ,1
131,H,NY Rangers ,4
131,V,Florida ,1
131,H,New Jersey ,3
131,V,Columbus ,1
131,H,Tampa Bay ,3
131,V,Edmonton ,2
131,H,Calgary ,4
131,V,Chicago ,0
131,H,San Jose ,2
201,V,St. Louis ,4
201,H,Washington ,3
201,V,Arizona ,3
201,H,Montreal ,2
201,V,Nashville ,4
201,H,Pittsburgh ,0
201,V,Minnesota ,4
201,H,Vancouver ,2
202,V,Florida ,3
202,H,NY Rangers ,6
202,V,Winnipeg ,2
202,H,Calgary ,5
202,V,Edmonton ,5
202,H,San Jose ,4
203,V,Ottawa ,1
203,H,New Jersey ,2
203,V,Arizona ,4
203,H,Columbus ,1
203,V,Los Angeles ,0
203,H,Washington ,4
203,V,Florida ,4
203,H,NY Islanders ,2
203,V,Buffalo ,3
203,H,Montreal ,2
203,V,Tampa Bay ,1
203,H,St. Louis ,2
203,V,Toronto ,3
203,H,Nashville ,4
203,V,Chicago ,0
203,H,Minnesota ,3
203,V,Colorado ,3
203,H,Dallas ,2
203,V,Winnipeg ,2
203,H,Vancouver ,3
203,V,Carolina ,4
203,H,Anaheim ,5
204,V,Pittsburgh ,2
204,H,Edmonton ,0
204,V,Boston ,2
204,H,NY Rangers ,3
204,V,San Jose ,1
204,H,Calgary ,3
205,V,St. Louis ,3
205,H,Buffalo ,0
205,V,NY Islanders ,3
205,H,Philadelphia ,2
205,V,Washington ,2
205,H,Ottawa ,1
205,V,Los Angeles ,2
205,H,Florida ,3
205,V,Anaheim ,5
205,H,Nashville ,2
205,V,Tampa Bay ,5
205,H,Dallas ,3
205,V,Detroit ,3
205,H,Colorado ,0
205,V,Carolina ,2
205,H,Arizona ,1
205,V,San Jose ,5
205,H,Vancouver ,1
206,V,Anaheim ,2
206,H,Washington ,3
206,V,St. Louis ,1
206,H,Columbus ,7
206,V,Toronto ,1
206,H,New Jersey ,4
206,V,Chicago ,2
206,H,Winnipeg ,1
206,V,Pittsburgh ,4
206,H,Calgary ,0
207,V,NY Rangers ,2
207,H,Nashville ,3
207,V,Los Angeles ,4
207,H,Tampa Bay ,2
207,V,Dallas ,2
207,H,Buffalo ,3
207,V,Columbus ,4
207,H,Ottawa ,1
207,V,Edmonton ,1
207,H,Toronto ,5
207,V,New Jersey ,2
207,H,Montreal ,6
207,V,NY Islanders ,1
207,H,Boston ,2
207,V,Detroit ,3
207,H,Arizona ,1
207,V,Colorado ,0
207,H,Minnesota ,1
207,V,Pittsburgh ,0
207,H,Vancouver ,5
207,V,Carolina ,5
207,H,San Jose ,4
208,V,Chicago ,4
208,H,St. Louis ,2
208,V,Nashville ,3
208,H,Florida ,2
208,V,Philadelphia ,3
208,H,Washington ,1
208,V,NY Islanders ,3
208,H,Buffalo ,2
208,V,Dallas ,3
208,H,NY Rangers ,2
208,V,Anaheim ,3
208,H,Tampa Bay ,5
208,V,Colorado ,3
208,H,Winnipeg ,5
208,V,Montreal ,3
208,H,Boston ,1
209,V,Edmonton ,2
209,H,New Jersey ,1
209,V,Los Angeles ,4
209,H,Columbus ,3
209,V,Vancouver ,3
209,H,Minnesota ,5
209,V,Arizona ,3
209,H,Chicago ,2
209,V,Calgary ,4
209,H,San Jose ,1
210,V,Dallas ,5
210,H,Boston ,3
210,V,Ottawa ,2
210,H,Buffalo ,1
210,V,Edmonton ,2
210,H,NY Islanders ,3
210,V,Philadelphia ,1
210,H,Montreal ,2
210,V,NY Rangers ,5
210,H,Toronto ,4
210,V,Anaheim ,2
210,H,Florida ,6
210,V,Arizona ,1
210,H,St. Louis ,2
210,V,Tampa Bay ,2
210,H,Nashville ,3
210,V,Minnesota ,1
210,H,Winnipeg ,2
211,V,Vancouver ,5
211,H,Chicago ,4
211,V,Detroit ,1
211,H,Pittsburgh ,4
211,V,Washington ,5
211,H,San Jose ,4
212,V,Anaheim ,2
212,H,Carolina ,1
212,V,Toronto ,2
212,H,NY Islanders ,3
212,V,Pittsburgh ,5
212,H,Ottawa ,4
212,V,St. Louis ,6
212,H,Tampa Bay ,3
212,V,Edmonton ,4
212,H,Montreal ,3
212,V,Winnipeg ,1
212,H,Nashville ,3
212,V,Florida ,1
212,H,Minnesota ,2
212,V,NY Rangers ,6
212,H,Colorado ,3
212,V,Calgary ,3
212,H,Los Angeles ,5
213,V,Philadelphia ,3
213,H,Columbus ,4
213,V,Florida ,0
213,H,Dallas ,2
213,V,New Jersey ,1
213,H,Chicago ,3
213,V,San Jose ,4
213,H,Arizona ,2
213,V,Boston ,2
213,H,Vancouver ,5
214,V,Edmonton ,2
214,H,Ottawa ,7
214,V,Columbus ,3
214,H,NY Islanders ,6
214,V,Winnipeg ,5
214,H,Detroit ,4
214,V,Toronto ,1
214,H,Montreal ,2
214,V,NY Rangers ,5
214,H,Arizona ,1
214,V,Carolina ,3
214,H,Minnesota ,6
214,V,New Jersey ,1
214,H,Nashville ,3
214,V,Dallas ,1
214,H,Colorado ,4
214,V,Vancouver ,2
214,H,Calgary ,3
214,V,Washington ,1
214,H,Los Angeles ,3
215,V,Pittsburgh ,1
215,H,Chicago ,2
215,V,St. Louis ,2
215,H,Florida ,1
215,V,Philadelphia ,2
215,H,Buffalo ,1
215,V,Washington ,5
215,H,Anaheim ,3
215,V,Tampa Bay ,5
215,H,San Jose ,2
216,V,NY Rangers ,6
216,H,NY Islanders ,5
216,V,Carolina ,6
216,H,Ottawa ,3
216,V,Montreal ,2
216,H,Detroit ,0
216,V,Edmonton ,4
216,H,Winnipeg ,5
216,V,Boston ,3
216,H,Calgary ,4
216,V,Arizona ,2
216,H,Colorado ,5
216,V,Minnesota ,2
216,H,Vancouver ,3
216,V,Tampa Bay ,2
216,H,Los Angeles ,3
217,V,Washington ,3
217,H,Pittsburgh ,1
217,V,NY Islanders ,4
217,H,Carolina ,1
217,V,Columbus ,5
217,H,Philadelphia ,2
217,V,Florida ,3
217,H,Toronto ,2
217,V,Buffalo ,1
217,H,New Jersey ,2
217,V,San Jose ,1
217,H,Nashville ,5
217,V,Dallas ,4
217,H,St. Louis ,1
218,V,Montreal ,2
218,H,Ottawa ,4
218,V,Detroit ,3
218,H,Chicago ,2
218,V,Minnesota ,3
218,H,Calgary ,2
218,V,Tampa Bay ,4
218,H,Anaheim ,1
218,V,Boston ,3
218,H,Edmonton ,4
218,V,Los Angeles ,4
218,H,Colorado ,1
219,V,Buffalo ,3
219,H,Philadelphia ,2
219,V,Vancouver ,5
219,H,NY Rangers ,4
219,V,Winnipeg ,1
219,H,Washington ,5
219,V,Columbus ,2
219,H,Pittsburgh ,1
219,V,Nashville ,2
219,H,NY Islanders ,5
219,V,Florida ,3
219,H,Montreal ,2
219,V,San Jose ,5
219,H,Dallas ,2
220,V,Vancouver ,2
220,H,New Jersey ,4
220,V,Toronto ,1
220,H,Carolina ,2
220,V,NY Rangers ,3
220,H,Buffalo ,1
220,V,Boston ,1
220,H,St. Louis ,5
220,V,Colorado ,4
220,H,Chicago ,1
220,V,Minnesota ,4
220,H,Edmonton ,0
220,V,Anaheim ,6
220,H,Calgary ,3
221,V,NY Islanders ,2
221,H,Washington ,3
221,V,Nashville ,2
221,H,Philadelphia ,3
221,V,Columbus ,1
221,H,Montreal ,3
221,V,Winnipeg ,3
221,H,Toronto ,4
221,V,Florida ,1
221,H,Ottawa ,4
221,V,Carolina ,1
221,H,New Jersey ,3
221,V,Anaheim ,2
221,H,Edmonton ,1
221,V,Tampa Bay ,4
221,H,Arizona ,2
221,V,Pittsburgh ,4
221,H,St. Louis ,2
221,V,Detroit ,7
221,H,Dallas ,6
221,V,Los Angeles ,2
221,H,San Jose ,1
222,V,Boston ,6
222,H,Chicago ,2
222,V,Washington ,2
222,H,Philadelphia ,3
222,V,Florida ,1
222,H,Pittsburgh ,5
222,V,Nashville ,2
222,H,Buffalo ,1
222,V,Vancouver ,4
222,H,NY Islanders ,0
222,V,Tampa Bay ,4
222,H,Colorado ,5
222,V,Columbus ,3
222,H,NY Rangers ,4
222,V,Dallas ,2
222,H,Minnesota ,6
223,V,Arizona ,0
223,H,New Jersey ,3
223,V,Detroit ,3
223,H,Anaheim ,4
224,V,Arizona ,1
224,H,NY Islanders ,5
224,V,Vancouver ,2
224,H,Boston ,1
224,V,Calgary ,0
224,H,NY Rangers ,1
224,V,Buffalo ,4
224,H,Columbus ,2
224,V,Philadelphia ,1
224,H,Carolina ,4
224,V,Montreal ,5
224,H,St. Louis ,2
224,V,Edmonton ,2
224,H,Minnesota ,1
224,V,Colorado ,2
224,H,Nashville ,5
224,V,Dallas ,2
224,H,Winnipeg ,4
224,V,Florida ,2
224,H,Chicago ,3
224,V,Detroit ,0
224,H,Los Angeles ,1
225,V,Calgary ,3
225,H,New Jersey ,1
225,V,Pittsburgh ,4
225,H,Washington ,3
225,V,Ottawa ,3
225,H,Anaheim ,0
226,V,Montreal ,5
226,H,Columbus ,2
226,V,Vancouver ,3
226,H,Buffalo ,6
226,V,Arizona ,3
226,H,NY Rangers ,4
226,V,Chicago ,3
226,H,Florida ,0
226,V,Philadelphia ,2
226,H,Toronto ,3
226,V,St. Louis ,2
226,H,Winnipeg ,1
226,V,Minnesota ,4
226,H,Nashville ,2
226,V,Detroit ,3
226,H,San Jose ,2
226,V,Ottawa ,1
226,H,Los Angeles ,0
227,V,Washington ,0
227,H,Carolina ,3
227,V,Boston ,3
227,H,New Jersey ,2
227,V,Calgary ,1
227,H,NY Islanders ,2
227,V,Chicago ,0
227,H,Tampa Bay ,4
227,V,Colorado ,5
227,H,Dallas ,4
227,V,Los Angeles ,2
227,H,Anaheim ,4
228,V,Detroit ,4
228,H,Nashville ,3
228,V,Buffalo ,3
228,H,Florida ,5
228,V,Carolina ,5
228,H,NY Islanders ,3
228,V,New Jersey ,2
228,H,Columbus ,0
228,V,Arizona ,1
228,H,Boston ,4
228,V,Toronto ,0
228,H,Montreal ,4
228,V,NY Rangers ,2
228,H,Philadelphia ,4
228,V,St. Louis ,2
228,H,Edmonton ,1
228,V,Minnesota ,3
228,H,Colorado ,1
228,V,Ottawa ,4
228,H,San Jose ,2
301,V,Los Angeles ,2
301,H,Winnipeg ,5
301,V,Tampa Bay ,3
301,H,Florida ,4
301,V,Columbus ,3
301,H,Pittsburgh ,5
301,V,Toronto ,0
301,H,Washington ,4
301,V,Anaheim ,3
301,H,Dallas ,1
301,V,St. Louis ,5
301,H,Vancouver ,6
302,V,Nashville ,1
302,H,NY Rangers ,4
302,V,Carolina ,2
302,H,Chicago ,5
302,V,Montreal ,0
302,H,San Jose ,4
303,V,Washington ,5
303,H,Columbus ,3
303,V,Nashville ,1
303,H,New Jersey ,3
303,V,Calgary ,3
303,H,Philadelphia ,2
303,V,Buffalo ,0
303,H,Tampa Bay ,3
303,V,Toronto ,3
303,H,Florida ,2
303,V,Ottawa ,2
303,H,Minnesota ,3
303,V,NY Islanders ,2
303,H,Dallas ,3
303,V,Anaheim ,4
303,H,Arizona ,1
303,V,Los Angeles ,5
303,H,Edmonton ,2
303,V,San Jose ,6
303,H,Vancouver ,2
304,V,Ottawa ,3
304,H,Winnipeg ,1
304,V,NY Rangers ,1
304,H,Detroit ,2
304,V,Pittsburgh ,1
304,H,Colorado ,3
304,V,Montreal ,1
304,H,Anaheim ,3
305,V,Calgary ,4
305,H,Boston ,3
305,V,Minnesota ,2
305,H,Washington ,1
305,V,St. Louis ,1
305,H,Philadelphia ,3
305,V,Toronto ,2
305,H,Tampa Bay ,4
305,V,Dallas ,4
305,H,Florida ,3
305,V,NY Islanders ,4
305,H,Nashville ,3
305,V,Vancouver ,2
305,H,Arizona ,3
305,V,Montreal ,3
305,H,Los Angeles ,4
306,V,Minnesota ,3
306,H,Carolina ,1
306,V,Columbus ,3
306,H,New Jersey ,2
306,V,Buffalo ,2
306,H,Ottawa ,3
306,V,Calgary ,5
306,H,Detroit ,2
306,V,Edmonton ,1
306,H,Chicago ,2
306,V,Pittsburgh ,5
306,H,Anaheim ,2
307,V,Philadelphia ,2
307,H,Boston ,3
307,V,NY Islanders ,3
307,H,Florida ,4
307,V,Buffalo ,1
307,H,Washington ,6
307,V,Montreal ,2
307,H,Arizona ,0
307,V,Colorado ,4
307,H,Columbus ,0
307,V,St. Louis ,6
307,H,Toronto ,1
307,V,Winnipeg ,3
307,H,Nashville ,1
307,V,Dallas ,4
307,H,Tampa Bay ,5
307,V,Vancouver ,3
307,H,San Jose ,2
307,V,Pittsburgh ,1
307,H,Los Angeles ,0
308,V,Edmonton ,4
308,H,Carolina ,7
308,V,Philadelphia ,2
308,H,New Jersey ,5
308,V,Colorado ,3
308,H,Minnesota ,2
308,V,Calgary ,4
308,H,Ottawa ,5
308,V,Detroit ,3
308,H,Boston ,5
308,V,NY Rangers ,1
308,H,Chicago ,0
309,V,NY Islanders ,4
309,H,Toronto ,3
309,V,Edmonton ,2
309,H,Detroit ,5
309,V,Nashville ,2
309,H,Arizona ,1
309,V,Pittsburgh ,1
309,H,San Jose ,2
309,V,Anaheim ,1
309,H,Vancouver ,2
310,V,Dallas ,2
310,H,Philadelphia ,1
310,V,NY Rangers ,2
310,H,NY Islanders ,1
310,V,Columbus ,4
310,H,Carolina ,3
310,V,Tampa Bay ,1
310,H,Montreal ,0
310,V,Boston ,3
310,H,Ottawa ,1
310,V,New Jersey ,2
310,H,Minnesota ,6
310,V,Winnipeg ,4
310,H,St. Louis ,5
310,V,Los Angeles ,5
310,H,Colorado ,2
311,V,Buffalo ,3
311,H,Toronto ,4
311,V,NY Rangers ,3
311,H,Washington ,1
311,V,Anaheim ,3
311,H,Calgary ,6
312,V,Dallas ,5
312,H,Carolina ,3
312,V,Edmonton ,4
312,H,Pittsburgh ,6
312,V,Tampa Bay ,2
312,H,Boston ,3
312,V,Winnipeg ,2
312,H,Florida ,4
312,V,Columbus ,3
312,H,Detroit ,1
312,V,Ottawa ,5
312,H,Montreal ,2
312,V,Philadelphia ,0
312,H,St. Louis ,1
312,V,New Jersey ,1
312,H,Colorado ,2
312,V,Chicago ,2
312,H,Arizona ,1
312,V,Los Angeles ,4
312,H,Vancouver ,0
312,V,Nashville ,0
312,H,San Jose ,2
313,V,Dallas ,4
313,H,Washington ,2
313,V,Edmonton ,4
313,H,Columbus ,5
313,V,Ottawa ,2
313,H,NY Islanders ,1
313,V,Toronto ,3
313,H,Calgary ,6
313,V,Anaheim ,2
313,H,Minnesota ,1
314,V,Boston ,2
314,H,Pittsburgh ,0
314,V,Detroit ,2
314,H,Philadelphia ,7
314,V,Chicago ,6
314,H,San Jose ,2
314,V,Winnipeg ,2
314,H,Tampa Bay ,1
314,V,Florida ,2
314,H,Carolina ,0
314,V,Toronto ,1
314,H,Vancouver ,4
314,V,Montreal ,3
314,H,NY Islanders ,1
314,V,NY Rangers ,2
314,H,Buffalo ,0
314,V,Minnesota ,3
314,H,St. Louis ,1
314,V,New Jersey ,4
314,H,Arizona ,1
314,V,Calgary ,2
314,H,Colorado ,3
314,V,Nashville ,2
314,H,Los Angeles ,1
315,V,Florida ,1
315,H,NY Rangers ,2
315,V,Carolina ,3
315,H,Columbus ,2
315,V,St. Louis ,3
315,H,Dallas ,0
315,V,Philadelphia ,1
315,H,Ottawa ,2
315,V,Boston ,0
315,H,Washington ,2
315,V,Detroit ,5
315,H,Pittsburgh ,1
315,V,Nashville ,2
315,H,Anaheim ,4
316,V,Washington ,4
316,H,Buffalo ,3
316,V,Montreal ,2
316,H,Tampa Bay ,4
316,V,Toronto ,1
316,H,Edmonton ,4
316,V,Arizona ,0
316,H,Los Angeles ,1
317,V,Ottawa ,2
317,H,Carolina ,1
317,V,Pittsburgh ,0
317,H,New Jersey ,2
317,V,Montreal ,3
317,H,Florida ,2
317,V,Buffalo ,2
317,H,Boston ,1
317,V,San Jose ,2
317,H,Winnipeg ,5
317,V,Minnesota ,3
317,H,Nashville ,2
317,V,NY Islanders ,1
317,H,Chicago ,4
317,V,St. Louis ,4
317,H,Calgary ,0
317,V,Philadelphia ,1
317,H,Vancouver ,4
318,V,Chicago ,1
318,H,NY Rangers ,0
318,V,Columbus ,4
318,H,Edmonton ,3
318,V,Los Angeles ,2
318,H,Anaheim ,3
319,V,Carolina ,0
319,H,Montreal ,4
319,V,San Jose ,4
