18,26
17,28
13,28
12,24
10,27
9,25
10,26
6,27
17,27
15,26
15,28
15,25
15,27
14,26
11,25
8,26
17,27
17,27
16,26
16,27
13,26
12,27
12,25
17,28
16,26
14,25
13,27
14,26
11,27
11,27
7,30
