"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO","OZS","NZS","DZS","OZS%","DZS%","NZS%","ZSR","FOW","FOL","FO%","GVA","TKA","GVA/60","TKA/60","HF","HA","H+/-","HF/60","HA/60","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","xPDO","dPDO","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","PENT/60","PEND/60"
"NYI",2015-12-17,1,60,62,60,2,50.82,62,60,1,2,-1,33.33,1,2,3.34,2.25,1.09,59.76,3.34,2.25,2,5,3,2.94,93.33,96.27,22,19,18,37.29,30.51,32.2,0.55,27,32,45.76,3,5,3,5,15,17,-2,15,17,2,95.35,6.68,94.77,-4.68,0.58,101.45,-5.18,50,43,7,53.76,50,43,34,30,4,53.12,34,30,2,5
"NYI",2015-12-19,1,60,54,58,-4,48.21,54,58,0,1,-1,0,0,1,1.61,2.2,-0.58,42.34,1.61,2.2,2,3,1,0,96.55,96.55,18,12,22,34.62,42.31,23.08,0.45,21,31,40.38,4,2,4,2,30,25,5,30,25,0,97.62,4.25,94.77,-4.25,2.85,99.02,-2.46,38,42,-4,47.5,38,42,25,29,-4,46.3,25,29,2,3
"NYI",2015-12-21,1,60,59,54,5,52.21,59,54,5,2,3,71.43,5,2,3.86,2.74,1.13,58.56,3.86,2.74,3,5,2,16.13,93.1,109.23,17,24,12,32.08,22.64,45.28,0.59,23,30,43.4,5,8,5,8,16,29,-13,16,29,11.63,94.29,8.99,92.19,2.64,2.1,101.17,8.06,43,35,8,55.13,43,35,31,29,2,51.67,31,29,3,5
"NYI",2015-12-27,1,60,66,68,-2,49.25,66,68,1,3,-2,25,1,3,2.04,6.42,-4.38,24.09,2.04,6.42,2,1,-1,3.85,92.11,95.95,20,9,20,40.82,40.82,18.37,0.5,32,17,65.31,9,9,9,9,27,21,6,27,21,2.56,94.83,5.23,88.93,-2.66,5.9,94.15,1.8,39,58,-19,40.21,39,58,26,38,-12,40.62,26,38,2,1
"NYI",2015-12-29,1,60,42,75,-33,35.9,42,75,6,3,3,66.67,6,3,1.75,2.81,-1.06,38.41,1.75,2.81,4,4,0,28.57,90.91,119.48,11,26,21,18.97,36.21,44.83,0.34,32,26,55.17,16,10,16,10,24,25,-1,24,25,19.35,94.44,5.64,94.8,13.71,-0.36,100.45,19.03,31,54,-23,36.47,31,54,21,33,-12,38.89,21,33,4,4
"NYI",2015-12-31,1,60,61,68,-7,47.29,61,68,2,1,1,66.67,2,1,1.83,2.43,-0.61,42.9,1.83,2.43,4,2,-2,6.06,97.67,103.74,22,15,21,37.93,36.21,25.86,0.51,28,30,48.28,1,1,1,1,10,14,-4,10,14,4.44,98.11,4.06,95.41,0.38,2.7,99.47,4.26,45,53,-8,45.92,45,53,33,43,-10,43.42,33,43,4,2
"NYI",2016-01-02,1,60,69,62,7,52.67,69,62,2,5,-3,28.57,2,5,2.37,3.91,-1.54,37.76,2.37,3.91,4,1,-3,5,88.37,93.37,26,24,18,38.24,26.47,35.29,0.59,40,28,58.82,4,4,4,4,30,34,-4,30,34,3.85,90.74,4.56,92.76,-0.71,-2.02,97.32,-3.95,52,54,-2,49.06,52,54,40,43,-3,48.19,40,43,4,1
"NYI",2016-01-03,1,60,66,68,-2,49.25,66,68,6,5,1,54.55,6,5,7.57,3.76,3.81,66.8,7.57,3.76,4,7,3,13.64,87.8,101.44,19,21,25,29.23,38.46,32.31,0.43,31,34,47.69,14,11,14,11,19,17,2,19,17,10.71,90.38,13.52,92.76,-2.81,-2.38,106.29,-4.85,56,52,4,51.85,56,52,44,41,3,51.76,44,41,4,7
"NYI",2016-01-07,1,60,73,60,13,54.89,73,60,1,4,-3,20,1,4,3.44,2.9,0.54,54.25,3.44,2.9,3,3,0,2.86,89.47,92.33,15,17,18,30,36,34,0.45,25,25,50,8,12,8,12,21,25,-4,21,25,1.85,91.3,6.37,93.69,-4.52,-2.39,100.06,-7.73,54,46,8,54,54,46,35,38,-3,47.95,35,38,3,3
"NYI",2016-01-09,1,60,45,66,-21,40.54,45,66,0,4,-4,0,0,4,1.11,2.56,-1.45,30.3,1.11,2.56,6,4,-2,0,87.1,87.1,17,18,21,30.36,37.5,32.14,0.45,22,34,39.29,11,5,11,5,42,25,17,42,25,0,91.67,3.71,94.66,-3.71,-3,98.38,-11.28,30,48,-18,38.46,30,48,20,31,-11,39.22,20,31,6,4
"NYI",2016-01-12,1,60,55,53,2,50.93,55,53,5,2,3,71.43,5,2,4.12,2.53,1.59,61.94,4.12,2.53,8,8,0,15.15,90,105.15,18,17,16,35.29,31.37,33.33,0.53,27,24,52.94,3,12,3,12,20,26,-6,20,26,12.5,93.55,10.3,91.84,2.2,1.71,102.13,3.02,40,31,9,56.34,40,31,33,20,13,62.26,33,20,8,8
"NYI",2016-01-14,1,60,53,73,-20,42.06,53,73,3,1,2,75,3,1,3.4,3.95,-0.56,46.22,3.4,3.95,5,4,-1,9.38,97.14,106.52,13,19,19,25.49,37.25,37.25,0.41,19,32,37.25,10,9,10,9,21,27,-6,21,27,6.98,98.08,7.9,92.4,-0.92,5.68,100.3,6.22,43,52,-9,45.26,43,52,32,35,-3,47.76,32,35,5,4
"NYI",2016-01-17,1,65,94,51,43,64.83,86.77,47.08,1,1,0,50,0.92,0.92,6.23,3.81,2.41,62.02,5.75,3.52,6,5,-1,2.08,96.15,98.24,32,18,19,46.38,27.54,26.09,0.63,36,33,52.17,15,12,13.85,11.08,29,26,3,26.77,24,1.32,97.22,8.19,89.41,-6.88,7.81,97.6,0.64,76,36,40,67.86,70.15,33.23,48,26,22,64.86,44.31,24,5.54,4.62
"NYI",2016-01-22,1,60,70,51,19,57.85,70,51,5,2,3,71.43,5,2,3.09,1.88,1.22,62.22,3.09,1.88,3,5,2,14.71,93.33,108.04,21,23,14,36.21,24.14,39.66,0.6,30,28,51.72,11,4,11,4,26,27,-1,26,27,10.64,94.59,6.58,94.92,4.06,-0.33,101.5,6.53,47,37,10,55.95,47,37,34,30,4,53.12,34,30,3,5
"NYI",2016-01-25,1,60,58,47,11,55.24,58,47,2,4,-2,33.33,2,4,2.34,3.79,-1.46,38.13,2.34,3.79,1,2,1,6.9,84.62,91.51,21,14,11,45.65,23.91,30.43,0.66,29,17,63.04,8,6,8,6,15,12,3,15,12,5,89.47,5.84,90.02,-0.84,-0.55,95.86,-4.35,40,38,2,51.28,40,38,29,26,3,52.73,29,26,1,2
"NYI",2016-02-02,1,60,69,64,5,51.88,69,64,5,3,2,62.5,5,3,3.46,4.37,-0.91,44.21,3.46,4.37,4,1,-3,13.16,93.02,106.18,24,24,23,33.8,32.39,33.8,0.51,33,38,46.48,4,9,4,9,18,19,-1,18,19,9.09,94.34,6.29,91.76,2.8,2.58,98.05,8.13,55,53,2,50.93,55,53,38,43,-5,46.91,38,43,4,1
"NYI",2016-02-04,1,60,71,41,30,63.39,71,41,2,3,-1,40,2,3,2.22,1.89,0.33,54.06,2.22,1.89,2,2,0,7.69,86.96,94.65,17,21,13,33.33,25.49,41.18,0.57,27,24,52.94,5,4,5,4,25,23,2,25,23,5.26,88.46,5.84,92.74,-0.58,-4.28,98.59,-3.94,38,26,12,59.38,38,26,26,23,3,53.06,26,23,2,2
"NYI",2016-02-06,1,60,57,40,17,58.76,57,40,1,5,-4,16.67,1,5,1.47,1.55,-0.08,48.68,1.47,1.55,4,6,2,3.45,75,78.45,21,12,13,45.65,28.26,26.09,0.62,24,22,52.17,6,2,6,2,25,16,9,25,16,2.33,83.33,3.41,94.84,-1.09,-11.51,98.25,-19.81,43,30,13,58.9,43,30,29,20,9,59.18,29,20,4,6
"NYI",2016-02-07,1,60,52,46,6,53.06,52,46,8,1,7,88.89,8,1,2.69,3.36,-0.67,44.49,2.69,3.36,6,10,4,25.81,96.77,122.58,21,22,22,32.31,33.85,33.85,0.49,34,31,52.31,11,5,11,5,21,18,3,21,18,19.51,97.37,6.56,91.17,12.95,6.2,97.73,24.85,41,38,3,51.9,41,38,31,31,0,50,31,31,6,10
"NYI",2016-02-09,1,65,80,62,18,56.34,73.85,57.23,2,2,0,50,1.85,1.85,4.66,4.33,0.33,51.84,4.3,4,1,2,1,4.35,93.55,97.9,36,27,22,42.35,25.88,31.76,0.62,46,39,54.12,3,2,2.77,1.85,15,25,-10,13.85,23.08,3.7,95,8.63,89.18,-4.93,5.82,97.81,0.09,54,40,14,57.45,49.85,36.92,46,31,15,59.74,42.46,28.62,0.92,1.85
"NYI",2016-02-11,1,60,53,69,-16,43.44,53,69,5,2,3,71.43,5,2,3.21,2.43,0.79,56.97,3.21,2.43,3,4,1,16.67,93.33,110,21,17,24,33.87,38.71,27.42,0.47,31,31,50,15,6,15,6,32,36,-4,32,36,12.5,95.56,8.03,94.61,4.47,0.95,102.64,7.36,40,45,-5,47.06,40,45,30,30,0,50,30,30,3,4
"NYI",2016-02-13,1,60,55,50,5,52.38,55,50,3,6,-3,33.33,3,6,3.22,3.15,0.07,50.52,3.22,3.15,3,3,0,11.54,80.65,92.18,17,19,13,34.69,26.53,38.78,0.57,25,24,51.02,11,8,11,8,31,21,10,31,21,6.98,85,7.48,92.12,-0.5,-7.12,99.6,-7.42,43,40,3,51.81,43,40,26,31,-5,45.61,26,31,3,3
"NYI",2016-02-15,1,60,57,61,-4,48.31,57,61,4,1,3,80,4,1,4.01,3.13,0.88,56.16,4.01,3.13,4,5,1,12.5,96.55,109.05,20,12,18,40,36,24,0.53,32,18,64,20,14,20,14,20,17,3,20,17,10,97.44,10.02,91.98,-0.02,5.46,102,7.05,40,39,1,50.63,40,39,32,29,3,52.46,32,29,4,5
"NYI",2016-02-18,1,64.27,49,60,-11,44.95,45.75,56.02,2,3,-1,40,1.87,2.8,2.06,3.04,-0.98,40.41,1.92,2.84,7,4,-3,9.09,91.43,100.52,20,17,26,31.75,41.27,26.98,0.43,27,36,42.86,11,6,10.27,5.6,19,20,-1,17.74,18.67,6.06,92.86,6.24,92.77,-0.18,0.09,99.01,1.51,33,42,-9,44,30.81,39.21,22,35,-13,38.6,20.54,32.68,6.54,3.73
"NYI",2016-02-19,1,60,46,45,1,50.55,46,45,1,0,1,100,1,0,2.86,2.06,0.79,58.07,2.86,2.06,1,5,4,4.17,100,104.17,15,14,10,38.46,25.64,35.9,0.6,18,21,46.15,2,9,2,9,24,18,6,24,18,3.12,100,8.93,93.75,-5.81,6.25,102.68,1.49,32,33,-1,49.23,32,33,24,27,-3,47.06,24,27,1,5
"NYI",2016-02-23,1,60,44,61,-17,41.9,44,61,4,1,3,80,4,1,2.28,2.31,-0.04,49.61,2.28,2.31,5,3,-2,12.9,96.77,109.68,18,23,24,27.69,36.92,35.38,0.43,38,27,58.46,4,5,4,5,15,13,2,15,13,10.53,97.44,5.99,94.07,4.54,3.36,100.06,9.62,38,39,-1,49.35,38,39,31,31,0,50,31,31,5,3
"NYI",2016-02-25,1,64.7,55,63,-8,46.61,51,58.42,2,1,1,66.67,1.85,0.93,2.27,3.19,-0.92,41.55,2.11,2.96,5,5,0,5.88,96.88,102.76,19,14,26,32.2,44.07,23.73,0.42,27,32,45.76,13,4,12.06,3.71,15,13,2,13.91,12.06,4.88,97.56,5.54,92.21,-0.66,5.35,97.75,5.01,41,41,0,50,38.02,38.02,34,32,2,51.52,31.53,29.68,4.64,4.64
"NYI",2016-02-28,1,60,70,56,14,55.56,70,56,1,3,-2,25,1,3,3.47,1.63,1.83,67.99,3.47,1.63,1,4,3,2.7,88.46,91.16,23,19,10,44.23,19.23,36.54,0.7,24,28,46.15,13,3,13,3,33,23,10,33,23,2,91.67,6.93,95.47,-4.93,-3.8,102.4,-11.23,50,36,14,58.14,50,36,37,26,11,58.73,37,26,1,4
"NYI",2016-03-01,1,60,44,59,-15,42.72,44,59,3,2,1,60,3,2,1.53,3.12,-1.59,32.85,1.53,3.12,4,3,-1,12.5,93.94,106.44,11,16,30,19.3,52.63,28.07,0.27,32,25,56.14,11,6,11,6,29,13,16,29,13,9.68,95.24,4.92,92.57,4.76,2.66,97.5,8.94,31,42,-11,42.47,31,42,24,33,-9,42.11,24,33,4,3
"NYI",2016-03-03,1,62.33,42,54,-12,43.75,40.43,51.98,4,3,1,57.14,3.85,2.89,2.49,1.85,0.64,57.32,2.4,1.78,4,4,0,14.81,89.66,104.47,19,23,17,32.2,28.81,38.98,0.53,29,30,49.15,14,3,13.48,2.89,15,22,-7,14.44,21.18,11.11,91.89,6.91,94.99,4.2,-3.1,101.9,2.57,36,37,-1,49.32,34.65,35.61,27,29,-2,48.21,25.99,27.91,3.85,3.85
"NYI",2016-03-06,1,60,60,57,3,51.28,60,57,6,4,2,60,6,4,4.5,2.88,1.62,60.98,4.5,2.88,3,3,0,18.75,84.62,103.37,23,18,20,37.7,32.79,29.51,0.53,20,41,32.79,14,6,14,6,25,38,-13,25,38,12.5,90.7,9.38,93.3,3.12,-2.6,102.68,0.69,48,43,5,52.75,48,43,32,26,6,55.17,32,26,3,3
"NYI",2016-03-08,1,60,53,68,-15,43.8,53,68,2,1,1,66.67,2,1,1.98,2.31,-0.33,46.12,1.98,2.31,4,5,1,7.41,97.14,104.55,16,16,29,26.23,47.54,26.23,0.36,34,27,55.74,7,4,7,4,23,15,8,23,15,5,97.83,4.95,94.97,0.05,2.85,99.92,4.63,40,46,-6,46.51,40,46,27,35,-8,43.55,27,35,4,5
"NYI",2016-03-09,1,65,48,65,-17,42.48,44.31,60,3,3,0,50,2.77,2.77,2.84,4.46,-1.62,38.91,2.62,4.11,5,3,-2,11.11,91.67,102.78,23,20,23,34.85,34.85,30.3,0.5,34,32,51.52,7,11,6.46,10.15,26,22,4,24,20.31,7.89,94.23,7.47,91.43,0.42,2.8,98.9,3.88,38,52,-14,42.22,35.08,48,27,36,-9,42.86,24.92,33.23,4.62,2.77
"NYI",2016-03-12,1,60,57,62,-5,47.9,57,62,1,3,-2,25,1,3,1.86,2.36,-0.49,44.14,1.86,2.36,2,1,-1,3.85,90.32,94.17,18,20,22,30,36.67,33.33,0.45,30,30,50,19,10,19,10,38,26,12,38,26,2.5,93.18,4.66,94.64,-2.16,-1.46,99.3,-5.13,40,44,-4,47.62,40,44,26,31,-5,45.61,26,31,2,1
"NYI",2016-03-14,1,60,59,55,4,51.75,59,55,3,2,1,60,3,2,2.58,2.11,0.47,54.96,2.58,2.11,4,5,1,10.71,92,102.71,17,17,19,32.08,35.85,32.08,0.47,25,28,47.17,19,5,19,5,24,19,5,24,19,6.82,94.59,5.86,94.29,0.95,0.31,100.15,2.56,44,37,7,54.32,44,37,28,25,3,52.83,28,25,4,5
"NYI",2016-03-15,1,65,57,71,-14,44.53,52.62,65.54,1,1,0,50,0.92,0.92,1.96,2.72,-0.75,41.94,1.81,2.51,4,4,0,3.85,97.06,100.9,18,19,22,30.51,37.29,32.2,0.45,25,34,42.37,4,4,3.69,3.69,46,26,20,42.46,24,2.78,97.87,5.45,94.22,-2.67,3.65,99.67,1.23,36,47,-11,43.37,33.23,43.38,26,34,-8,43.33,24,31.38,3.69,3.69
"NYI",2016-03-17,1,60,43,63,-20,40.57,43,63,2,4,-2,33.33,2,4,1.05,3.66,-2.61,22.29,1.05,3.66,1,0,-1,9.09,87.5,96.59,21,18,22,34.43,36.07,29.51,0.49,33,28,54.1,9,8,9,8,19,30,-11,19,30,6.06,92,3.18,92.67,2.88,-0.67,95.86,0.73,33,50,-17,39.76,33,50,22,32,-10,40.74,22,32,1,0
"NYI",2016-03-19,1,60,65,75,-10,46.43,65,75,0,3,-3,0,0,3,2.62,3.55,-0.93,42.45,2.62,3.55,4,2,-2,0,91.67,91.67,19,14,15,39.58,31.25,29.17,0.56,21,27,43.75,12,4,12,4,19,30,-11,19,30,0,94.64,6.71,93.67,-6.71,0.98,100.37,-8.71,39,56,-17,41.05,39,56,27,36,-9,42.86,27,36,4,2
"NYI",2016-03-21,1,60,54,48,6,52.94,54,48,1,4,-3,20,1,4,2.87,3.67,-0.81,43.84,2.87,3.67,4,3,-1,4.17,85.19,89.35,19,15,16,38,32,30,0.54,23,27,46,14,4,14,4,27,24,3,27,24,2.78,87.88,7.97,88.87,-5.19,-0.99,96.83,-7.48,36,33,3,52.17,36,33,24,27,-3,47.06,24,27,4,3
"NYI",2016-03-23,1,60,48,39,9,55.17,48,39,3,1,2,75,3,1,2.71,2.13,0.59,56.06,2.71,2.13,1,3,2,13.04,95.65,108.7,22,16,21,37.29,35.59,27.12,0.51,28,31,47.46,14,9,14,9,12,18,-6,12,18,8.82,96.15,7.98,91.82,0.85,4.33,99.8,8.9,34,26,8,56.67,34,26,23,23,0,50,23,23,1,3
"NYI",2016-03-25,1,60,49,67,-18,42.24,49,67,4,7,-3,36.36,4,7,1.79,4.1,-2.31,30.42,1.79,4.1,4,4,0,12.9,83.33,96.24,26,25,23,35.14,31.08,33.78,0.53,34,40,45.95,11,6,11,6,26,20,6,26,20,11.76,86.27,5.28,91.95,6.49,-5.68,97.23,-0.99,34,51,-17,40,34,51,31,42,-11,42.47,31,42,4,4
"NYI",2016-03-26,1,64.77,62,73,-11,45.93,57.44,67.63,4,3,1,57.14,3.71,2.78,3.27,3.82,-0.55,46.11,3.03,3.54,1,2,1,12.9,91.67,104.57,14,16,23,26.42,43.4,30.19,0.38,21,32,39.62,8,10,7.41,9.26,30,26,4,27.79,24.09,7.55,94,6.16,92.36,1.38,1.64,98.53,6.04,53,50,3,51.46,49.1,46.32,31,36,-5,46.27,28.72,33.35,0.93,1.85
"NYI",2016-03-29,1,65,61,46,15,57.01,56.31,42.46,1,1,0,50,0.92,0.92,3.33,2.26,1.06,59.52,3.07,2.09,1,3,2,3.23,96.3,99.52,27,13,15,49.09,27.27,23.64,0.64,25,30,45.45,15,8,13.85,7.38,17,16,1,15.69,14.77,2.27,96.97,7.56,93.15,-5.28,3.82,100.71,-1.18,44,33,11,57.14,40.62,30.46,31,27,4,53.45,28.62,24.92,0.92,2.77
"NYI",2016-03-31,1,60,49,61,-12,44.55,49,61,4,3,1,57.14,4,3,2.19,1.7,0.49,56.25,2.19,1.7,5,4,-1,14.81,87.5,102.31,17,17,21,30.91,38.18,30.91,0.45,30,25,54.55,15,11,15,11,20,28,-8,20,28,10.81,91.43,5.91,95.14,4.9,-3.71,101.05,1.26,37,35,2,51.39,37,35,27,24,3,52.94,27,24,5,4
"NYI",2016-04-02,1,60,53,46,7,53.54,53,46,0,5,-5,0,0,5,1.54,2.97,-1.43,34.2,1.54,2.97,8,10,2,0,84.85,84.85,28,20,24,38.89,33.33,27.78,0.54,47,25,65.28,9,6,9,6,18,11,7,18,11,0,86.49,4.06,91.97,-4.06,-5.49,96.03,-11.19,38,37,1,50.67,38,37,24,33,-9,42.11,24,33,8,10
"NYI",2016-04-04,1,60,53,64,-11,45.3,53,64,5,2,3,71.43,5,2,3.05,2.24,0.81,57.63,3.05,2.24,6,4,-2,13.89,94.12,108.01,11,15,21,23.4,44.68,31.91,0.34,22,25,46.81,7,8,7,8,38,24,14,38,24,11.11,95.56,6.78,95.01,4.33,0.54,101.8,6.21,45,45,0,50,45,45,36,34,2,51.43,36,34,6,4
"NYI",2016-04-05,1,62.22,62,57,5,52.1,59.79,54.97,4,3,1,57.14,3.86,2.89,2.41,2.2,0.21,52.32,2.33,2.12,4,5,1,14.81,90.62,105.44,15,22,13,30,26,44,0.54,25,25,50,9,6,8.68,5.79,32,22,10,30.86,21.22,10.26,92.86,6.19,94.76,4.07,-1.91,100.95,4.49,39,42,-3,48.15,37.61,40.5,27,32,-5,45.76,26.04,30.86,3.86,4.82
"NYI",2016-04-07,1,60,48,71,-23,40.34,48,71,4,1,3,80,4,1,2.85,3.05,-0.2,48.26,2.85,3.05,5,4,-1,17.39,97.3,114.69,15,17,16,31.25,33.33,35.42,0.48,27,21,56.25,10,7,10,7,22,21,1,22,21,11.76,97.92,8.37,93.64,3.39,4.27,102.02,12.67,34,48,-14,41.46,34,48,23,37,-14,38.33,23,37,5,4
"NYI",2016-04-09,1,62.77,49,55,-6,47.12,46.84,52.58,3,4,-1,42.86,2.87,3.82,3.1,2.48,0.63,55.64,2.97,2.37,2,1,-1,12.5,84.62,97.12,15,18,20,28.3,37.74,33.96,0.43,30,23,56.6,18,8,17.21,7.65,20,18,2,19.12,17.21,8.11,89.47,8.39,93.49,-0.28,-4.01,101.88,-4.76,37,38,-1,49.33,35.37,36.33,24,26,-2,48,22.94,24.85,1.91,0.96
"NYI",2016-04-10,1,60,33,47,-14,41.25,33,47,2,5,-3,28.57,2,5,0.98,1.69,-0.7,36.81,0.98,1.69,4,4,0,11.76,81.48,93.25,12,20,15,25.53,31.91,42.55,0.44,27,20,57.45,14,11,14,11,17,6,11,17,6,9.09,86.11,4.46,95.32,4.63,-9.2,99.78,-6.53,22,36,-14,37.93,22,36,17,27,-10,38.64,17,27,4,4
"NYI",2016-10-13,1,60,58,73,-15,44.27,58,73,3,5,-2,37.5,3,5,2.64,5.58,-2.94,32.1,2.64,5.58,5,3,-2,10.71,87.18,97.89,19,24,21,29.69,32.81,37.5,0.48,31,33,48.44,9,4,9,4,31,24,7,31,24,7.14,90.74,6.29,89.66,0.86,1.08,95.94,1.95,42,54,-12,43.75,42,54,28,39,-11,41.79,28,39,5,3
"NYI",2016-10-15,1,60,51,58,-7,46.79,51,58,1,2,-1,33.33,1,2,1.48,2.15,-0.68,40.66,1.48,2.15,5,2,-3,4.55,92.86,97.4,15,17,24,26.79,42.86,30.36,0.38,29,27,51.79,5,6,5,6,26,16,10,26,16,2.7,94.74,3.99,94.33,-1.29,0.41,98.32,-0.92,37,38,-1,49.33,37,38,22,28,-6,44,22,28,5,2
"NYI",2016-10-16,1,60.9,55,52,3,51.4,54.19,51.23,3,2,1,60,2.96,1.97,2.89,1.49,1.41,66.07,2.85,1.46,5,5,0,10,92.31,102.31,19,22,21,30.65,33.87,35.48,0.48,24,38,38.71,6,8,5.91,7.88,18,27,-9,17.73,26.6,7.14,93.75,6.89,95.36,0.26,-1.61,102.24,0.06,42,32,10,56.76,41.38,31.53,30,26,4,53.57,29.56,25.62,4.93,4.93
"NYI",2016-10-18,1,60,44,54,-10,44.9,44,54,2,3,-1,40,2,3,1.52,2.92,-1.39,34.33,1.52,2.92,1,2,1,8.7,88.89,97.58,20,25,18,31.75,28.57,39.68,0.53,38,25,60.32,9,7,9,7,24,13,11,24,13,6.45,91.89,4.92,92.12,1.53,-0.22,97.03,0.55,31,37,-6,45.59,31,37,23,27,-4,46,23,27,1,2
"NYI",2016-10-21,1,60,61,52,9,53.98,61,52,3,2,1,60,3,2,3.31,1.46,1.85,69.34,3.31,1.46,5,4,-1,9.68,92,101.68,20,21,22,31.75,34.92,33.33,0.48,22,41,34.92,7,6,7,6,19,26,-7,19,26,7.32,94.59,8.08,96.04,-0.76,-1.45,104.12,-2.44,41,37,4,52.56,41,37,31,25,6,55.36,31,25,5,4
"NYI",2016-10-23,1,60,52,71,-19,42.28,52,71,6,3,3,66.67,6,3,2.3,3.01,-0.71,43.28,2.3,3.01,7,4,-3,18.18,89.66,107.84,18,24,14,32.14,25,42.86,0.56,29,27,51.79,9,5,9,5,31,17,14,31,17,14.29,93.75,5.47,93.73,8.82,0.02,99.2,8.64,42,48,-6,46.67,42,48,33,29,4,53.23,33,29,7,4
"NYI",2016-10-26,1,60,54,74,-20,42.19,54,74,2,3,-1,40,2,3,1.82,3.23,-1.42,35.99,1.82,3.23,1,2,1,7.14,89.66,96.8,20,16,15,39.22,29.41,31.37,0.57,28,23,54.9,13,8,13,8,20,19,1,20,19,5.56,93.48,5.05,92.97,0.5,0.51,98.02,-1.22,36,46,-10,43.9,36,46,28,29,-1,49.12,28,29,1,2
"NYI",2016-10-27,1,60,61,76,-15,44.53,61,76,2,4,-2,33.33,2,4,4.46,3.75,0.71,54.34,4.46,3.75,5,6,1,5.41,88.57,93.98,23,20,24,34.33,35.82,29.85,0.49,35,32,52.24,3,5,3,5,41,29,12,41,29,4.44,92.98,9.92,93.42,-5.47,-0.44,103.34,-9.36,45,57,-12,44.12,45,57,37,35,2,51.39,37,35,5,6
"NYI",2016-10-30,1,60,59,78,-19,43.07,59,78,5,1,4,83.33,5,1,4.63,3.55,1.08,56.6,4.63,3.55,6,5,-1,14.29,97.06,111.34,24,17,22,38.1,34.92,26.98,0.52,30,33,47.62,8,4,8,4,19,23,-4,19,23,9.62,98.21,8.89,93.67,0.72,4.55,102.56,8.78,52,56,-4,48.15,52,56,35,34,1,50.72,35,34,6,5
"NYI",2016-11-01,1,60,49,58,-9,45.79,49,58,1,6,-5,14.29,1,6,2.79,5.71,-2.92,32.81,2.79,5.71,10,9,-1,3.7,83.33,87.04,16,15,18,32.65,36.73,30.61,0.47,28,21,57.14,8,3,8,3,26,13,13,26,13,2.86,86.67,7.97,87.31,-5.11,-0.64,95.28,-8.24,35,45,-10,43.75,35,45,27,36,-9,42.86,27,36,10,9
"NYI",2016-11-03,1,65,43,79,-36,35.25,39.69,72.92,2,2,0,50,1.85,1.85,1.83,3.45,-1.62,34.68,1.69,3.19,6,4,-2,7.41,95.24,102.65,18,23,27,26.47,39.71,33.82,0.4,29,39,42.65,11,7,10.15,6.46,30,14,16,27.69,12.92,5.88,96.72,5.39,94.34,0.49,2.38,99.73,2.91,34,61,-27,35.79,31.38,56.31,27,42,-15,39.13,24.92,38.77,5.54,3.69
"NYI",2016-11-05,1,65,54,66,-12,45,49.85,60.92,3,3,0,50,2.77,2.77,4.49,3.27,1.22,57.85,4.14,3.02,4,4,0,9.09,86.96,96.05,22,20,14,39.29,25,35.71,0.61,27,29,48.21,11,13,10.15,12,24,31,-7,22.15,28.62,7.5,93.02,11.22,92.39,-3.72,0.63,103.62,-7.57,40,43,-3,48.19,36.92,39.69,33,23,10,58.93,30.46,21.23,3.69,3.69
"NYI",2016-11-07,1,60,61,65,-4,48.41,61,65,4,2,2,66.67,4,2,5.08,3.23,1.84,61.1,5.08,3.23,2,2,0,12.5,93.75,106.25,20,21,22,31.75,34.92,33.33,0.48,25,38,39.68,8,9,8,9,24,21,3,24,21,8.33,95.24,10.58,92.3,-2.25,2.94,102.88,3.37,48,42,6,53.33,48,42,32,32,0,50,32,32,2,2
"NYI",2016-11-10,1,60,58,59,-1,49.57,58,59,1,4,-3,20,1,4,1.84,1.91,-0.07,49.06,1.84,1.91,6,1,-5,3.12,85.71,88.84,23,19,15,40.35,26.32,33.33,0.61,29,28,50.88,5,4,5,4,42,23,19,42,23,2.33,89.74,4.27,95.11,-1.95,-5.36,99.38,-10.54,43,39,4,52.44,43,39,32,28,4,53.33,32,28,6,1
"NYI",2016-11-12,1,64.23,40,85,-45,32,37.36,79.4,2,3,-1,40,1.87,2.8,2.56,4.37,-1.8,36.98,2.39,4.08,6,7,1,9.52,93.02,102.55,16,14,31,26.23,50.82,22.95,0.34,25,36,40.98,5,6,4.67,5.6,31,23,8,28.96,21.48,6.9,94.83,8.84,92.47,-1.94,2.35,101.31,1.24,29,58,-29,33.33,27.09,54.18,21,43,-22,32.81,19.62,40.17,5.6,6.54
"NYI",2016-11-14,1,60,64,55,9,53.78,64,55,0,4,-4,0,0,4,3.3,3.07,0.24,51.86,3.3,3.07,7,5,-2,0,87.1,87.1,31,13,15,52.54,25.42,22.03,0.67,30,29,50.85,7,15,7,15,27,15,12,27,15,0,89.74,7.18,92.14,-7.18,-2.4,99.32,-12.22,46,39,7,54.12,46,39,34,31,3,52.31,34,31,7,5
