"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO","OZS","NZS","DZS","OZS%","DZS%","NZS%","ZSR","FOW","FOL","FO%","GVA","TKA","GVA/60","TKA/60","HF","HA","H+/-","HF/60","HA/60","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","xPDO","dPDO","FF","FA","F+/-","FF%","FF/60","FA/60","SF","SA","S+/-","SF%","SF/60","SA/60","PENT/60","PEND/60"
"CHI",2014-10-18,1,63.43,60,47,13,56.07,56.75,44.46,2,1,1,66.67,1.89,0.95,2.33,1.99,0.34,53.99,2.21,1.88,4,5,1,5.41,95,100.41,19,19,12,38,24,38,0.61,22,28,44,9,6,8.51,5.68,27,31,-4,25.54,29.32,4.65,96.67,5.43,93.37,-0.77,3.29,98.8,1.61,43,30,13,58.9,40.67,28.38,37,20,17,64.91,35,18.92,3.78,4.73
"CHI",2014-10-21,1,60,71,55,16,56.35,71,55,4,0,4,100,4,0,5.04,2.11,2.93,70.5,5.04,2.11,2,4,2,9.3,100,109.3,31,17,19,46.27,28.36,25.37,0.62,33,34,49.25,1,12,1,12,18,19,-1,18,19,7.14,100,9.01,94.72,-1.87,5.28,103.73,5.57,56,40,16,58.33,56,40,43,32,11,57.33,43,32,2,4
"CHI",2014-10-23,1,60,57,52,5,52.29,57,52,2,3,-1,40,2,3,2.52,1.77,0.75,58.78,2.52,1.77,2,1,-1,6.25,88.89,95.14,29,20,16,44.62,24.62,30.77,0.64,36,29,55.38,10,11,10,11,8,16,-8,8,16,4.88,92.5,6.14,95.58,-1.27,-3.08,101.73,-6.59,41,40,1,50.62,41,40,32,27,5,54.24,32,27,2,1
"CHI",2014-10-25,1,60,53,52,1,50.48,53,52,2,3,-1,40,2,3,2.51,3.24,-0.73,43.62,2.51,3.24,4,4,0,8.33,90.32,98.66,29,26,25,36.25,31.25,32.5,0.54,37,43,46.25,4,6,4,6,19,21,-2,19,21,5.41,93.33,6.77,92.8,-1.37,0.53,99.57,-0.92,37,45,-8,45.12,37,45,24,31,-7,43.64,24,31,4,4
"CHI",2014-10-26,1,60,63,60,3,51.22,63,60,2,1,1,66.67,2,1,2.31,3.2,-0.89,41.93,2.31,3.2,5,9,4,4.44,96.97,101.41,32,16,19,47.76,28.36,23.88,0.63,39,28,58.21,5,4,5,4,20,35,-15,20,35,4,97.87,4.62,93.19,-0.62,4.68,97.81,3.6,50,47,3,51.55,50,47,45,33,12,57.69,45,33,5,9
"CHI",2014-10-28,1,60,66,44,22,60,66,44,0,1,-1,0,0,1,2.45,1.45,1,62.86,2.45,1.45,2,4,2,0,96,96,27,16,13,48.21,23.21,28.57,0.68,34,22,60.71,2,11,2,11,16,37,-21,16,37,0,97.14,5.1,95.87,-5.1,1.28,100.97,-4.97,48,35,13,57.83,48,35,38,25,13,60.32,38,25,2,4
"CHI",2014-10-30,1,65,70,68,2,50.72,64.62,62.77,4,4,0,50,3.69,3.69,3.48,4.18,-0.7,45.42,3.21,3.86,7,6,-1,10.26,87.5,97.76,23,16,20,38.98,33.9,27.12,0.53,34,25,57.63,10,3,9.23,2.77,18,23,-5,16.62,21.23,7.55,92.45,6.57,92.11,0.98,0.35,98.67,-0.92,53,53,0,50,48.92,48.92,39,32,7,54.93,36,29.54,6.46,5.54
"CHI",2014-11-01,1,60,87,44,43,66.41,87,44,2,3,-1,40,2,3,4.79,3.02,1.77,61.35,4.79,3.02,3,4,1,4.26,88.89,93.14,27,19,19,41.54,29.23,29.23,0.59,31,34,47.69,12,16,12,16,26,28,-2,26,28,2.94,91.18,7.05,91.12,-4.1,0.05,98.17,-5.02,68,34,34,66.67,68,34,47,27,20,63.51,47,27,3,4
"CHI",2014-11-02,1,60,76,43,33,63.87,76,43,0,1,-1,0,0,1,2.37,2.53,-0.16,48.38,2.37,2.53,2,2,0,0,96.3,96.3,27,16,14,47.37,24.56,28.07,0.66,33,24,57.89,19,15,19,15,16,26,-10,16,26,0,97.06,5.16,92.55,-5.16,4.51,97.71,-1.41,46,34,12,57.5,46,34,33,27,6,55,33,27,2,2
"CHI",2014-11-04,1,60,70,50,20,58.33,70,50,5,0,5,100,5,0,3.42,2.76,0.66,55.33,3.42,2.76,6,6,0,15.62,100,115.62,26,15,23,40.62,35.94,23.44,0.53,32,32,50,7,4,7,4,13,25,-12,13,25,10.87,100,7.44,92.11,3.43,7.89,99.54,16.08,46,35,11,56.79,46,35,32,28,4,53.33,32,28,6,6
"CHI",2014-11-07,1,60,66,32,34,67.35,66,32,2,3,-1,40,2,3,2.22,1.75,0.46,55.83,2.22,1.75,1,3,2,5,87.5,92.5,26,18,16,43.33,26.67,30,0.62,35,25,58.33,9,6,9,6,20,38,-18,20,38,4.17,89.29,4.62,93.73,-0.45,-4.45,98.35,-5.85,48,28,20,63.16,48,28,40,24,16,62.5,40,24,1,3
"CHI",2014-11-09,1,60,53,59,-6,47.32,53,59,5,2,3,71.43,5,2,2.78,2.4,0.38,53.65,2.78,2.4,6,7,1,13.51,94.12,107.63,30,16,19,46.15,29.23,24.62,0.61,34,31,52.31,8,7,8,7,13,29,-16,13,29,11.63,95.24,6.47,94.27,5.15,0.96,100.75,6.88,43,42,1,50.59,43,42,37,34,3,52.11,37,34,6,7
"CHI",2014-11-11,1,65,69,50,19,57.98,63.69,46.15,2,2,0,50,1.85,1.85,2.93,1.79,1.14,62.06,2.7,1.65,5,8,3,5.13,92.59,97.72,27,17,20,42.19,31.25,26.56,0.57,32,32,50,15,9,13.85,8.31,12,34,-22,11.08,31.38,4.35,94.44,6.36,95.03,-2.02,-0.58,101.39,-3.67,46,36,10,56.1,42.46,33.23,39,27,12,59.09,36,24.92,4.62,7.38
"CHI",2014-11-14,1,60,47,49,-2,48.96,47,49,1,4,-3,20,1,4,1.92,3.34,-1.42,36.47,1.92,3.34,3,4,1,3.85,89.19,93.04,14,15,17,30.43,36.96,32.61,0.45,22,24,47.83,8,2,8,2,9,15,-6,9,15,2.86,90,5.48,91.64,-2.63,-1.64,97.13,-4.09,35,40,-5,46.67,35,40,26,37,-11,41.27,26,37,3,4
"CHI",2014-11-16,1,60,77,46,31,62.6,77,46,6,2,4,75,6,2,3.8,3.16,0.64,54.59,3.8,3.16,2,5,3,12.77,91.67,104.43,29,25,19,39.73,26.03,34.25,0.6,37,36,50.68,8,14,8,14,14,27,-13,14,27,10.17,93.75,6.44,90.12,3.73,3.63,96.56,7.87,59,32,27,64.84,59,32,47,24,23,66.2,47,24,2,5
"CHI",2014-11-20,1,60,44,56,-12,44,44,56,4,3,1,57.14,4,3,2.18,2.51,-0.33,46.47,2.18,2.51,6,2,-4,18.18,88.89,107.07,16,17,26,27.12,44.07,28.81,0.38,33,26,55.93,8,12,8,12,4,15,-11,4,15,13.33,91.67,7.26,93.03,6.08,-1.37,100.29,6.78,30,36,-6,45.45,30,36,22,27,-5,44.9,22,27,6,2
"CHI",2014-11-22,1,60,59,47,12,55.66,59,47,7,1,6,87.5,7,1,4.55,3.01,1.55,60.22,4.55,3.01,3,8,5,23.33,96,119.33,17,20,20,29.82,35.09,35.09,0.46,31,26,54.39,9,8,9,8,23,33,-10,23,33,15.22,96.97,9.9,90.88,5.32,6.09,100.78,18.55,46,33,13,58.23,46,33,30,25,5,54.55,30,25,3,8
"CHI",2014-11-23,1,60,53,57,-4,48.18,53,57,1,4,-3,20,1,4,1.51,3.58,-2.07,29.72,1.51,3.58,2,4,2,4,86.67,90.67,23,14,26,36.51,41.27,22.22,0.47,27,36,42.86,3,4,3,4,10,12,-2,10,12,2.86,90.7,4.32,91.68,-1.47,-0.98,96,-5.33,35,43,-8,44.87,35,43,25,30,-5,45.45,25,30,2,4
"CHI",2014-11-26,1,60,76,48,28,61.29,76,48,3,2,1,60,3,2,4.63,3.27,1.35,58.56,4.63,3.27,2,6,4,6.67,93.1,99.77,33,15,17,50.77,26.15,23.08,0.66,40,25,61.54,7,8,7,8,16,27,-11,16,27,5,94.44,7.71,90.91,-2.71,3.54,98.62,1.15,60,36,24,62.5,60,36,45,29,16,60.81,45,29,2,6
"CHI",2014-11-28,1,60,64,35,29,64.65,64,35,4,1,3,80,4,1,4.16,2.14,2.02,66.02,4.16,2.14,3,6,3,10.53,95.83,106.36,22,19,9,44,18,38,0.71,23,27,46,6,1,6,1,17,31,-14,17,31,7.55,96.77,7.85,93.09,-0.31,3.69,100.94,5.42,53,31,22,63.1,53,31,38,24,14,61.29,38,24,3,6
"CHI",2014-11-29,1,60,48,57,-9,45.71,48,57,4,1,3,80,4,1,3.23,1.99,1.24,61.83,3.23,1.99,4,4,0,16,95,111,18,18,17,33.96,32.08,33.96,0.51,24,29,45.28,6,3,6,3,14,34,-20,14,34,9.76,97.73,7.88,95.47,1.88,2.26,103.34,7.66,41,44,-3,48.24,41,44,25,20,5,55.56,25,20,4,4
"CHI",2014-12-03,1,60,60,60,0,50,60,60,4,1,3,80,4,1,2.58,2.55,0.02,50.21,2.58,2.55,8,6,-2,12.12,97.56,109.68,16,19,24,27.12,40.68,32.2,0.4,32,27,54.24,4,6,4,6,15,21,-6,15,21,9.09,97.92,5.85,94.68,3.24,3.24,100.53,9.15,44,48,-4,47.83,44,48,33,41,-8,44.59,33,41,8,6
"CHI",2014-12-05,1,60,64,61,3,51.2,64,61,4,3,1,57.14,4,3,2.43,2.97,-0.54,44.99,2.43,2.97,4,5,1,11.11,92.68,103.79,18,23,23,28.12,35.94,35.94,0.44,33,31,51.56,7,1,7,1,15,19,-4,15,19,9.09,94,5.52,94.06,3.58,-0.06,99.58,4.21,44,50,-6,46.81,44,50,36,41,-5,46.75,36,41,4,5
"CHI",2014-12-06,1,60,52,53,-1,49.52,52,53,3,1,2,75,3,1,2.38,1.93,0.45,55.19,2.38,1.93,2,4,2,9.68,96.97,106.65,27,18,23,39.71,33.82,26.47,0.54,38,30,55.88,9,10,9,10,7,23,-16,7,23,7.69,97.56,6.09,95.3,1.6,2.27,101.39,5.26,39,41,-2,48.75,39,41,31,33,-2,48.44,31,33,2,4
"CHI",2014-12-09,1,65,73,41,32,64.04,67.38,37.85,2,2,0,50,1.85,1.85,2.73,1.81,0.92,60.12,2.52,1.67,1,3,2,5.13,91.67,96.79,29,17,15,47.54,24.59,27.87,0.66,32,29,52.46,7,9,6.46,8.31,13,14,-1,12,12.92,3.57,93.94,4.87,94.51,-1.3,-0.57,99.39,-2.59,56,33,23,62.92,51.69,30.46,39,24,15,61.9,36,22.15,0.92,2.77
"CHI",2014-12-11,1,60,43,57,-14,43,43,57,3,2,1,60,3,2,4.58,2.62,1.96,63.63,4.58,2.62,4,6,2,14.29,94.12,108.4,16,25,25,24.24,37.88,37.88,0.39,27,39,40.91,11,14,11,14,18,29,-11,18,29,8.57,95.65,13.08,94.31,-4.51,1.34,107.39,1.01,35,46,-11,43.21,35,46,21,34,-13,38.18,21,34,4,6
"CHI",2014-12-13,1,60,49,71,-22,40.83,49,71,2,3,-1,40,2,3,2.09,4.7,-2.61,30.8,2.09,4.7,3,1,-2,8,92.68,100.68,21,17,13,41.18,25.49,33.33,0.62,30,21,58.82,6,9,6,9,29,42,-13,29,42,6.45,94.92,6.75,92.03,-0.3,2.88,98.78,1.9,31,59,-28,34.44,31,59,25,41,-16,37.88,25,41,3,1
"CHI",2014-12-14,1,60,78,44,34,63.93,78,44,2,1,1,66.67,2,1,2.76,1.48,1.27,65.02,2.76,1.48,3,2,-1,7.14,95.83,102.98,19,15,15,38.78,30.61,30.61,0.56,30,19,61.22,9,6,9,6,10,24,-14,10,24,3.85,97.22,5.3,95.88,-1.45,1.34,101.18,1.8,52,36,16,59.09,52,36,28,24,4,53.85,28,24,3,2
"CHI",2014-12-16,1,60,61,56,5,52.14,61,56,5,3,2,62.5,5,3,3.93,2.48,1.45,61.31,3.93,2.48,4,3,-1,12.82,89.66,102.48,24,20,19,38.1,30.16,31.75,0.56,35,28,55.56,11,6,11,6,23,29,-6,23,29,11.36,92.11,8.94,93.47,2.43,-1.37,102.41,0.07,44,38,6,53.66,44,38,39,29,10,57.35,39,29,4,3
"CHI",2014-12-20,1,65,65,42,23,60.75,60,38.77,2,2,0,50,1.85,1.85,3,1.39,1.62,68.44,2.77,1.28,4,6,2,4.88,89.47,94.35,23,17,18,39.66,31.03,29.31,0.56,33,25,56.9,5,8,4.62,7.38,4,33,-29,3.69,30.46,3.39,92.86,5.09,95.05,-1.7,-2.2,100.14,-5.79,59,28,31,67.82,54.46,25.85,41,19,22,68.33,37.85,17.54,3.69,5.54
"CHI",2014-12-21,1,60,53,54,-1,49.53,53,54,4,0,4,100,4,0,3.05,2.4,0.65,55.99,3.05,2.4,2,2,0,11.76,100,111.76,23,17,18,39.66,31.03,29.31,0.56,31,27,53.45,12,8,12,8,22,34,-12,22,34,9.76,100,7.45,94,2.31,6,101.45,10.32,41,40,1,50.62,41,40,34,31,3,52.31,34,31,2,2
"CHI",2014-12-23,1,60,68,53,15,56.2,68,53,1,5,-4,16.67,1,5,2.03,2.32,-0.29,46.67,2.03,2.32,3,3,0,2.56,80.77,83.33,24,19,17,40,28.33,31.67,0.59,37,23,61.67,5,11,5,11,14,36,-22,14,36,2,85.71,4.06,93.37,-2.06,-7.65,97.43,-14.1,50,35,15,58.82,50,35,39,26,13,60,39,26,3,3
"CHI",2014-12-27,1,60,62,55,7,52.99,62,55,5,2,3,71.43,5,2,3.26,1.58,1.68,67.3,3.26,1.58,3,4,1,15.15,92,107.15,22,24,16,35.48,25.81,38.71,0.58,30,32,48.39,6,7,6,7,8,16,-8,8,16,10.87,94.74,7.09,95.83,3.78,-1.09,102.92,4.23,46,38,8,54.76,46,38,33,25,8,56.9,33,25,3,4
"CHI",2014-12-29,1,65,80,67,13,54.42,73.85,61.85,4,4,0,50,3.69,3.69,4.01,3.18,0.83,55.76,3.71,2.94,6,6,0,9.52,90,99.52,15,20,27,24.19,43.55,32.26,0.36,29,33,46.77,12,11,11.08,10.15,14,15,-1,12.92,13.85,7.14,92.45,7.17,93.99,-0.03,-1.54,101.16,-1.64,56,53,3,51.38,51.69,48.92,42,40,2,51.22,38.77,36.92,5.54,5.54
"CHI",2015-01-01,1,60,62,58,4,51.67,62,58,2,3,-1,40,2,3,2.34,3.38,-1.04,40.9,2.34,3.38,5,7,2,5.71,91.43,97.14,29,26,23,37.18,29.49,33.33,0.56,42,36,53.85,7,5,7,5,10,24,-14,10,24,4.26,94,4.98,93.23,-0.73,0.77,98.22,-1.07,47,50,-3,48.45,47,50,35,35,0,50,35,35,5,7
"CHI",2015-01-04,1,61.28,76,46,30,62.3,74.41,45.04,5,4,1,55.56,4.9,3.92,2.67,3.05,-0.37,46.74,2.62,2.98,0,3,3,13.16,88.24,101.39,21,17,17,38.18,30.91,30.91,0.55,25,30,45.45,12,6,11.75,5.87,23,42,-19,22.52,41.12,10.2,88.57,5.46,91.3,4.75,-2.72,96.75,4.64,49,35,14,58.33,47.97,34.27,38,34,4,52.78,37.2,33.29,0,2.94
"CHI",2015-01-06,1,60,92,44,48,67.65,92,44,0,2,-2,0,0,2,3.83,2.75,1.08,58.22,3.83,2.75,3,4,1,0,91.67,91.67,31,10,13,57.41,24.07,18.52,0.7,18,36,33.33,9,5,9,5,17,37,-20,17,37,0,93.75,5.39,91.42,-5.39,2.33,96.81,-5.14,71,32,39,68.93,71,32,54,24,30,69.23,54,24,3,4
"CHI",2015-01-08,1,60,36,81,-45,30.77,36,81,4,2,2,66.67,4,2,2.23,3.8,-1.56,37.03,2.23,3.8,5,2,-3,20,95.45,115.45,10,25,27,16.13,43.55,40.32,0.27,34,28,54.84,4,3,4,3,5,15,-10,5,15,14.81,96.55,8.27,93.45,6.55,3.1,101.72,13.73,27,58,-31,31.76,27,58,20,44,-24,31.25,20,44,5,2
"CHI",2015-01-09,1,60,49,52,-3,48.51,49,52,2,5,-3,28.57,2,5,2.7,2.4,0.3,52.94,2.7,2.4,2,2,0,9.52,77.27,86.8,17,17,22,30.36,39.29,30.36,0.44,28,28,50,17,4,17,4,17,29,-12,17,29,7.14,84.85,9.66,92.72,-2.51,-7.87,102.37,-15.58,28,33,-5,45.9,28,33,21,22,-1,48.84,21,22,2,2
"CHI",2015-01-11,1,60,63,60,3,51.22,63,60,4,1,3,80,4,1,2.62,2.92,-0.3,47.31,2.62,2.92,3,2,-1,11.43,97.3,108.73,13,20,21,24.07,38.89,37.04,0.38,33,21,61.11,7,7,7,7,8,17,-9,8,17,8.7,97.92,5.69,93.92,3,3.99,99.62,9.11,46,48,-2,48.94,46,48,35,37,-2,48.61,35,37,3,2
"CHI",2015-01-16,1,60,62,51,11,54.87,62,51,2,4,-2,33.33,2,4,3.03,2.75,0.29,52.47,3.03,2.75,7,7,0,6.06,88.57,94.63,20,18,18,35.71,32.14,32.14,0.53,31,25,55.36,6,7,6,7,22,37,-15,22,37,4.76,90.48,7.22,93.46,-2.46,-2.99,100.68,-6.05,42,42,0,50,42,42,33,35,-2,48.53,33,35,7,7
"CHI",2015-01-18,1,60,77,53,24,59.23,77,53,3,6,-3,33.33,3,6,4.21,4.11,0.1,50.61,4.21,4.11,3,4,1,7.32,82.35,89.67,26,32,13,36.62,18.31,45.07,0.67,34,37,47.89,8,6,8,6,11,13,-2,11,13,5.26,86.05,7.38,90.45,-2.12,-4.4,97.83,-8.16,57,43,14,57,57,43,41,34,7,54.67,41,34,3,4
"CHI",2015-01-20,1,60,82,49,33,62.6,82,49,6,1,5,85.71,6,1,5.15,1.83,3.32,73.77,5.15,1.83,2,5,3,11.76,97.22,108.99,22,16,17,40,30.91,29.09,0.56,31,24,56.36,5,2,5,2,15,24,-9,15,24,9.68,97.44,8.3,95.31,1.38,2.13,103.61,5.38,62,39,23,61.39,62,39,51,36,15,58.62,51,36,2,5
"CHI",2015-01-21,1,65,55,63,-8,46.61,50.77,58.15,2,2,0,50,1.85,1.85,2.36,2.82,-0.46,45.6,2.18,2.6,2,2,0,7.69,94.29,101.98,13,17,17,27.66,36.17,36.17,0.43,27,20,57.45,4,5,3.69,4.62,27,50,-23,24.92,46.15,4.65,95.92,5.49,94.25,-0.84,1.66,99.74,2.24,43,49,-6,46.74,39.69,45.23,26,35,-9,42.62,24,32.31,1.85,1.85
"CHI",2015-01-28,1,60,60,51,9,54.05,60,51,3,4,-1,42.86,3,4,2.03,2.35,-0.32,46.34,2.03,2.35,2,4,2,10.34,85.19,95.53,27,18,19,42.19,29.69,28.12,0.59,33,31,51.56,4,0,4,0,17,39,-22,17,39,6.82,90.7,4.62,94.53,2.2,-3.83,99.15,-3.62,44,43,1,50.57,44,43,29,27,2,51.79,29,27,2,4
"CHI",2015-01-30,1,60,60,45,15,57.14,60,45,4,1,3,80,4,1,2.52,1.53,0.99,62.24,2.52,1.53,3,3,0,12.12,95.45,107.58,14,19,18,27.45,35.29,37.25,0.44,24,27,47.06,11,13,11,13,26,31,-5,26,31,8.89,97.14,5.6,95.63,3.29,1.51,101.23,6.34,45,35,10,56.25,45,35,33,22,11,60,33,22,3,3
"CHI",2015-01-31,1,60,50,46,4,52.08,50,46,0,2,-2,0,0,2,2.24,3.06,-0.82,42.24,2.24,3.06,4,2,-2,0,90,90,22,25,13,36.67,21.67,41.67,0.63,25,35,41.67,14,13,14,13,16,30,-14,16,30,0,94.12,6.22,91,-6.22,3.12,97.22,-7.22,36,34,2,51.43,36,34,31,20,11,60.78,31,20,4,2
"CHI",2015-02-03,1,60,45,65,-20,40.91,45,65,0,3,-3,0,0,3,1.09,3.31,-2.23,24.68,1.09,3.31,4,3,-1,0,93.02,93.02,24,16,20,40,33.33,26.67,0.55,27,33,45,3,5,3,5,14,20,-6,14,20,0,94.12,3.19,93.5,-3.19,0.62,96.7,-3.67,34,51,-17,40,34,51,24,43,-19,35.82,24,43,4,3
"CHI",2015-02-06,1,63.02,48,43,5,52.75,45.7,40.94,2,1,1,66.67,1.9,0.95,1.95,1.74,0.21,52.81,1.85,1.66,4,4,0,9.09,95.24,104.33,25,16,18,42.37,30.51,27.12,0.58,29,30,49.15,8,1,7.62,0.95,16,41,-25,15.23,39.04,5.71,96.43,5.56,93.79,0.15,2.64,99.35,4.98,35,28,7,55.56,33.32,26.66,22,21,1,51.16,20.95,19.99,3.81,3.81
"CHI",2015-02-08,1,60,55,48,7,53.4,55,48,4,2,2,66.67,4,2,2.4,1.75,0.65,57.85,2.4,1.75,2,3,1,14.29,92.59,106.88,20,17,19,35.71,33.93,30.36,0.51,32,24,57.14,5,3,5,3,11,30,-19,11,30,11.11,94.44,6.67,95.14,4.44,-0.7,101.81,5.07,36,36,0,50,36,36,28,27,1,50.91,28,27,2,3
"CHI",2015-02-09,1,65,65,58,7,52.85,60,53.54,2,2,0,50,1.85,1.85,2.55,2.58,-0.03,49.7,2.35,2.38,2,4,2,5.26,93.1,98.37,33,23,20,43.42,26.32,30.26,0.62,43,33,56.58,8,10,7.38,9.23,15,24,-9,13.85,22.15,4.26,94.87,5.43,93.38,-1.17,1.49,98.81,-0.44,47,39,8,54.65,43.38,36,38,29,9,56.72,35.08,26.77,1.85,3.69
"CHI",2015-02-11,1,61.33,73,56,17,56.59,71.41,54.78,4,5,-1,44.44,3.91,4.89,3.7,2.5,1.2,59.68,3.62,2.44,1,4,3,9.76,86.11,95.87,30,19,21,42.86,30,27.14,0.59,40,30,57.14,8,10,7.83,9.78,15,22,-7,14.67,21.52,7.69,88.89,7.11,94.45,0.58,-5.56,101.56,-5.69,52,45,7,53.61,50.87,44.02,41,36,5,53.25,40.11,35.22,0.98,3.91
"CHI",2015-02-13,1,60,65,48,17,57.52,65,48,3,1,2,75,3,1,3.08,1.01,2.07,75.37,3.08,1.01,2,4,2,8.57,96.15,104.73,20,19,9,41.67,18.75,39.58,0.69,25,23,52.08,9,4,9,4,15,25,-10,15,25,6.25,96.77,6.41,96.76,-0.16,0.02,103.17,1.56,48,31,17,60.76,48,31,35,26,9,57.38,35,26,2,4
"CHI",2015-02-15,1,64.97,60,64,-4,48.39,55.41,59.11,1,1,0,50,0.92,0.92,2.38,2.54,-0.16,48.34,2.2,2.35,3,3,0,3.12,97.3,100.42,29,21,23,39.73,31.51,28.77,0.56,39,34,53.42,6,7,5.54,6.46,27,42,-15,24.94,38.79,2.22,97.96,5.29,94.81,-3.07,3.15,100.1,0.32,45,49,-4,47.87,41.56,45.25,32,37,-5,46.38,29.55,34.17,2.77,2.77
"CHI",2015-02-18,1,65,74,54,20,57.81,68.31,49.85,2,2,0,50,1.85,1.85,2.79,1.43,1.36,66.13,2.58,1.32,1,4,3,5.88,92.86,98.74,19,22,15,33.93,26.79,39.29,0.56,30,26,53.57,11,11,10.15,10.15,17,21,-4,15.69,19.38,3.92,94.12,5.47,95.79,-1.55,-1.68,101.27,-2.53,51,34,17,60,47.08,31.38,34,28,6,54.84,31.38,25.85,0.92,3.69
"CHI",2015-02-20,1,60,63,42,21,60,63,42,1,4,-3,20,1,4,2.27,2.33,-0.06,49.37,2.27,2.33,4,3,-1,3.57,86.67,90.24,21,15,20,37.5,35.71,26.79,0.51,25,31,44.64,7,12,7,12,14,24,-10,14,24,2.7,88.57,6.13,93.35,-3.43,-4.78,99.48,-9.25,37,35,2,51.39,37,35,28,30,-2,48.28,28,30,4,3
"CHI",2015-02-22,1,60,53,52,1,50.48,53,52,2,6,-4,25,2,6,1.95,2.52,-0.57,43.65,1.95,2.52,7,7,0,7.14,80,87.14,22,19,20,36.07,32.79,31.15,0.52,25,36,40.98,9,9,9,9,24,39,-15,24,39,5.71,85.37,5.58,93.85,0.14,-8.49,99.43,-12.29,35,41,-6,46.05,35,41,28,30,-2,48.28,28,30,7,7
"CHI",2015-02-24,1,65,64,55,9,53.78,59.08,50.77,2,2,0,50,1.85,1.85,2.71,2.04,0.67,57.06,2.5,1.88,6,5,-1,5.26,94.44,99.71,19,19,20,32.76,34.48,32.76,0.49,23,35,39.66,4,8,3.69,7.38,18,34,-16,16.62,31.38,4.17,95.12,5.64,95.03,-1.48,0.09,100.67,-0.96,48,41,7,53.93,44.31,37.85,38,36,2,51.35,35.08,33.23,5.54,4.62
"CHI",2015-02-26,1,60,48,46,2,51.06,48,46,3,0,3,100,3,0,2.32,1.61,0.71,59,2.32,1.61,2,5,3,10.34,100,110.34,24,18,13,43.64,23.64,32.73,0.65,35,20,63.64,3,5,3,5,23,50,-27,23,50,8.82,100,6.81,94.81,2.01,5.19,101.62,8.73,34,31,3,52.31,34,31,29,20,9,59.18,29,20,2,5
"CHI",2015-02-27,1,60,50,61,-11,45.05,50,61,0,4,-4,0,0,4,1.79,2.96,-1.17,37.68,1.79,2.96,5,3,-2,0,86.21,86.21,23,15,24,37.1,38.71,24.19,0.49,31,31,50,7,7,7,7,12,24,-12,12,24,0,90.91,4.97,93.28,-4.97,-2.37,98.25,-12.04,36,44,-8,45,36,44,28,29,-1,49.12,28,29,5,3
"CHI",2015-03-02,1,60,53,53,0,50,53,53,5,2,3,71.43,5,2,2.03,1.91,0.12,51.53,2.03,1.91,3,0,-3,19.23,93.1,112.33,18,25,18,29.51,29.51,40.98,0.5,25,36,40.98,12,8,12,8,20,31,-11,20,31,14.71,94.74,5.98,94.97,8.73,-0.23,100.95,11.39,34,38,-4,47.22,34,38,26,29,-3,47.27,26,29,3,0
"CHI",2015-03-06,1,65,78,76,2,50.65,72,70.15,1,1,0,50,0.92,0.92,3.07,2.87,0.2,51.65,2.83,2.65,1,3,2,2.56,97.87,100.44,17,20,25,27.42,40.32,32.26,0.4,38,24,61.29,8,13,7.38,12,32,32,0,29.54,29.54,1.79,98.21,5.48,94.87,-3.7,3.35,100.35,0.09,56,56,0,50,51.69,51.69,39,47,-8,45.35,36,43.38,0.92,2.77
"CHI",2015-03-08,1,60.53,60,48,12,55.56,59.47,47.58,0,1,-1,0,0,0.99,1.65,2.21,-0.56,42.74,1.63,2.19,2,4,2,0,97.22,97.22,18,19,14,35.29,27.45,37.25,0.56,29,22,56.86,8,8,7.93,7.93,11,22,-11,10.9,21.81,0,97.5,3.92,94.48,-3.92,3.02,98.4,-1.18,42,40,2,51.22,41.63,39.65,29,36,-7,44.62,28.74,35.68,1.98,3.96
"CHI",2015-03-12,1,58.78,78,35,43,69.03,79.61,35.72,2,1,1,66.67,2.04,1.02,3.64,2.06,1.58,63.85,3.72,2.1,1,7,6,4.55,94.44,98.99,26,20,8,48.15,14.81,37.04,0.76,36,18,66.67,3,6,3.06,6.12,17,33,-16,17.35,33.68,3.64,96.15,6.62,92.07,-2.99,4.09,98.69,0.3,55,26,29,67.9,56.14,26.54,44,18,26,70.97,44.91,18.37,1.02,7.14
"CHI",2015-03-14,1,60,59,63,-4,48.36,59,63,6,2,4,75,6,2,3.24,2.54,0.7,56.07,3.24,2.54,4,4,0,20,94.29,114.29,26,21,27,35.14,36.49,28.38,0.49,34,40,45.95,10,9,10,9,9,30,-21,9,30,14.29,95.74,7.72,94.59,6.56,1.15,102.32,11.97,42,47,-5,47.19,42,47,30,35,-5,46.15,30,35,4,4
"CHI",2015-03-17,1,60,54,63,-9,46.15,54,63,4,1,3,80,4,1,2.73,3,-0.27,47.67,2.73,3,3,1,-2,13.33,97.44,110.77,19,18,22,32.2,37.29,30.51,0.46,33,26,55.93,12,7,12,7,18,38,-20,18,38,9.52,98,6.5,94.01,3.02,3.99,100.51,10.26,42,50,-8,45.65,42,50,30,39,-9,43.48,30,39,3,1
